End Date,End Time,PM10,Status/units,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV25,Status/units,O3,Status/units,PM25,Status/units,V25,Status/units
01/01/2019,01:00:00,,,255.3,P deg,3.2,P ms-1,3.5,P degC,0.76957,R ugm-3,6.00319,R ugm-3,7.18319,R ugm-3,8.9,R ugm-3 (TEOM FDMS),63.79588,R ugm-3,8.7,R ugm-3 (TEOM FDMS),-0.2,R ugm-3 (TEOM FDMS)
01/01/2019,02:00:00,,,261.2,P deg,3.1,P ms-1,3.2,P degC,1.63953,R ugm-3,9.13313,R ugm-3,11.64703,R ugm-3,8.2,R ugm-3 (TEOM FDMS),60.7358,R ugm-3,9.7,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
01/01/2019,03:00:00,,,272.6,P deg,3.7,P ms-1,3.1,P degC,0.9787,R ugm-3,8.69692,R ugm-3,10.19756,R ugm-3,6.2,R ugm-3 (TEOM FDMS),58.27444,R ugm-3,6.7,R ugm-3 (TEOM FDMS),0.5,R ugm-3 (TEOM FDMS)
01/01/2019,04:00:00,,,280.7,P deg,4.2,P ms-1,4.3,P degC,0.90341,R ugm-3,7.00373,R ugm-3,8.38894,R ugm-3,5.7,R ugm-3 (TEOM FDMS),55.63014,R ugm-3,8.2,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
01/01/2019,05:00:00,,,286.7,P deg,4.4,P ms-1,5.6,P degC,0.45171,R ugm-3,4.27149,R ugm-3,4.9641,R ugm-3,5.3,R ugm-3 (TEOM FDMS),56.67788,R ugm-3,6.9,R ugm-3 (TEOM FDMS),1.6,R ugm-3 (TEOM FDMS)
01/01/2019,06:00:00,,,299.3,P deg,4.6,P ms-1,6.5,P degC,0.65246,R ugm-3,4.57937,R ugm-3,5.5798,R ugm-3,5.2,R ugm-3 (TEOM FDMS),55.43057,R ugm-3,5.5,R ugm-3 (TEOM FDMS),0.3,R ugm-3 (TEOM FDMS)
01/01/2019,07:00:00,,,313.2,P deg,4.6,P ms-1,7.2,P degC,0.65246,R ugm-3,5.61837,R ugm-3,6.6188,R ugm-3,6.3,R ugm-3 (TEOM FDMS),56.5781,R ugm-3,7.3,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
01/01/2019,08:00:00,,,300.3,P deg,3.3,P ms-1,6.7,P degC,0.90341,R ugm-3,8.9278,R ugm-3,10.31301,R ugm-3,8.7,R ugm-3 (TEOM FDMS),55.97939,R ugm-3,8.9,R ugm-3 (TEOM FDMS),0.2,R ugm-3 (TEOM FDMS)
01/01/2019,09:00:00,,,65.7,P deg,0,P ms-1,4.2,P degC,0.70265,R ugm-3,8.85081,R ugm-3,9.92819,R ugm-3,8.3,R ugm-3 (TEOM FDMS),55.08132,R ugm-3,7.5,R ugm-3 (TEOM FDMS),-0.8,R ugm-3 (TEOM FDMS)
01/01/2019,10:00:00,,,133.5,P deg,0.6,P ms-1,4.6,P degC,1.58097,R ugm-3,10.15929,R ugm-3,12.58341,R ugm-3,6.6,R ugm-3 (TEOM FDMS),52.98584,R ugm-3,8.5,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
01/01/2019,11:00:00,,,341.8,P deg,2.5,P ms-1,5.8,P degC,3.53836,R ugm-3,10.89069,R ugm-3,16.3161,R ugm-3,5.2,R ugm-3 (TEOM FDMS),50.09207,R ugm-3,5.7,R ugm-3 (TEOM FDMS),0.5,R ugm-3 (TEOM FDMS)
01/01/2019,12:00:00,,,345.3,P deg,6,P ms-1,8,P degC,4.69272,R ugm-3,13.96935,R ugm-3,21.16475,R ugm-3,5.3,R ugm-3 (TEOM FDMS),46.64949,R ugm-3,6.7,R ugm-3 (TEOM FDMS),1.4,R ugm-3 (TEOM FDMS)
01/01/2019,13:00:00,,,347.5,P deg,6.1,P ms-1,8.5,P degC,3.38779,R ugm-3,12.8917,R ugm-3,18.08624,R ugm-3,4.5,R ugm-3 (TEOM FDMS),48.5454,R ugm-3,5,R ugm-3 (TEOM FDMS),0.5,R ugm-3 (TEOM FDMS)
01/01/2019,14:00:00,,,350.6,P deg,5.1,P ms-1,7.9,P degC,2.28362,R ugm-3,8.73557,R ugm-3,12.23707,R ugm-3,2.7,R ugm-3 (TEOM FDMS),61.11831,R ugm-3,4.3,R ugm-3 (TEOM FDMS),1.6,R ugm-3 (TEOM FDMS)
01/01/2019,15:00:00,,,354.3,P deg,3.9,P ms-1,6.6,P degC,1.78173,R ugm-3,6.61903,R ugm-3,9.35097,R ugm-3,4.9,R ugm-3 (TEOM FDMS),68.85165,R ugm-3,5.7,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
01/01/2019,16:00:00,,,2.2,P deg,3,P ms-1,5.1,P degC,2.10796,R ugm-3,10.00543,R ugm-3,13.23759,R ugm-3,6.6,R ugm-3 (TEOM FDMS),62.96434,R ugm-3,6.9,R ugm-3 (TEOM FDMS),0.3,R ugm-3 (TEOM FDMS)
01/01/2019,17:00:00,,,6.5,P deg,2.8,P ms-1,4,P degC,1.73154,R ugm-3,12.58363,R ugm-3,15.23862,R ugm-3,8.2,R ugm-3 (TEOM FDMS),58.67358,R ugm-3,6.6,R ugm-3 (TEOM FDMS),-1.6,R ugm-3 (TEOM FDMS)
01/01/2019,18:00:00,,,13.3,P deg,3,P ms-1,3.3,P degC,1.9072,R ugm-3,14.12291,R ugm-3,17.04725,R ugm-3,8.4,R ugm-3 (TEOM FDMS),51.58885,R ugm-3,7.4,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS)
01/01/2019,19:00:00,,,19.5,P deg,4,P ms-1,3.1,P degC,4.21592,R ugm-3,20.5496,R ugm-3,27.01392,R ugm-3,9.1,R ugm-3 (TEOM FDMS),41.21121,R ugm-3,8,R ugm-3 (TEOM FDMS),-1.1,R ugm-3 (TEOM FDMS)
01/01/2019,20:00:00,,,21.3,P deg,4.9,P ms-1,3.1,P degC,6.62502,R ugm-3,33.97991,R ugm-3,44.13813,R ugm-3,7.6,R ugm-3 (TEOM FDMS),31.38238,R ugm-3,8.5,R ugm-3 (TEOM FDMS),0.9,R ugm-3 (TEOM FDMS)
01/01/2019,21:00:00,,,21.2,P deg,5,P ms-1,2.7,P degC,4.94367,R ugm-3,27.66875,R ugm-3,35.24893,R ugm-3,8.7,R ugm-3 (TEOM FDMS),33.67744,R ugm-3,9.3,R ugm-3 (TEOM FDMS),0.6,R ugm-3 (TEOM FDMS)
01/01/2019,22:00:00,,,22.2,P deg,4.6,P ms-1,2.2,P degC,0.52699,R ugm-3,21.24178,R ugm-3,22.04982,R ugm-3,8.6,R ugm-3 (TEOM FDMS),41.80992,R ugm-3,8.9,R ugm-3 (TEOM FDMS),0.3,R ugm-3 (TEOM FDMS)
01/01/2019,23:00:00,,,21.3,P deg,4.3,P ms-1,1.8,P degC,2.00758,R ugm-3,16.58573,R ugm-3,19.66398,R ugm-3,7,R ugm-3 (TEOM FDMS),46.74927,R ugm-3,6.9,R ugm-3 (TEOM FDMS),-0.1,R ugm-3 (TEOM FDMS)
01/01/2019,24:00:00,,,12.9,P deg,3.6,P ms-1,1.2,P degC,0.52699,R ugm-3,14.43058,R ugm-3,15.23862,R ugm-3,7.4,R ugm-3 (TEOM FDMS),49.29379,R ugm-3,7.1,R ugm-3 (TEOM FDMS),-0.3,R ugm-3 (TEOM FDMS)
02/01/2019,01:00:00,,,357.2,P deg,2.6,P ms-1,0.2,P degC,0.97034,R ugm-3,20.47532,R ugm-3,21.96315,R ugm-3,9.9,R ugm-3 (TEOM FDMS),37.45264,R ugm-3,10.6,R ugm-3 (TEOM FDMS),0.7,R ugm-3 (TEOM FDMS)
02/01/2019,02:00:00,,,356.9,P deg,3,P ms-1,0,P degC,2.71025,R ugm-3,28.73775,R ugm-3,32.89341,R ugm-3,10,R ugm-3 (TEOM FDMS),26.34324,R ugm-3,11.1,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
02/01/2019,03:00:00,,,1.6,P deg,3.2,P ms-1,-0.2,P degC,2.4844,R ugm-3,23.86268,R ugm-3,27.67203,R ugm-3,10,R ugm-3 (TEOM FDMS),28.68819,R ugm-3,10.4,R ugm-3 (TEOM FDMS),0.4,R ugm-3 (TEOM FDMS)
02/01/2019,04:00:00,,,359.1,P deg,3.4,P ms-1,-0.4,P degC,2.28364,R ugm-3,24.43991,R ugm-3,27.94144,R ugm-3,8.6,R ugm-3 (TEOM FDMS),27.49077,R ugm-3,9.7,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
02/01/2019,05:00:00,,,356.9,P deg,3.3,P ms-1,-0.7,P degC,1.35513,R ugm-3,21.39914,R ugm-3,23.47697,R ugm-3,6.9,R ugm-3 (TEOM FDMS),32.5798,R ugm-3,7.7,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
02/01/2019,06:00:00,,,358.5,P deg,3.6,P ms-1,-0.8,P degC,8.80831,R ugm-3,39.18258,R ugm-3,52.68847,R ugm-3,7,R ugm-3 (TEOM FDMS),23.05034,R ugm-3,7.9,R ugm-3 (TEOM FDMS),0.9,R ugm-3 (TEOM FDMS)
02/01/2019,07:00:00,,,359.3,P deg,3.5,P ms-1,-0.9,P degC,15.38318,R ugm-3,48.92197,R ugm-3,72.50918,R ugm-3,7.7,R ugm-3 (TEOM FDMS),19.10883,R ugm-3,8.3,R ugm-3 (TEOM FDMS),0.6,R ugm-3 (TEOM FDMS)
02/01/2019,08:00:00,,,1.9,P deg,3.2,P ms-1,-1.2,P degC,9.66154,R ugm-3,38.37464,R ugm-3,53.1888,R ugm-3,7.7,R ugm-3 (TEOM FDMS),33.12862,R ugm-3,8.2,R ugm-3 (TEOM FDMS),0.5,R ugm-3 (TEOM FDMS)
02/01/2019,09:00:00,,,357.9,P deg,2.8,P ms-1,-1.4,P degC,20.82878,R ugm-3,60.81624,R ugm-3,92.75326,R ugm-3,8.3,R ugm-3 (TEOM FDMS),15.26711,R ugm-3,9,R ugm-3 (TEOM FDMS),0.7,R ugm-3 (TEOM FDMS)
02/01/2019,10:00:00,,,1.8,P deg,2.7,P ms-1,-0.7,P degC,16.2866,R ugm-3,55.81142,R ugm-3,80.78385,R ugm-3,8.5,R ugm-3 (TEOM FDMS),17.11313,R ugm-3,9.1,R ugm-3 (TEOM FDMS),0.6,R ugm-3 (TEOM FDMS)
02/01/2019,11:00:00,,,15.8,P deg,3,P ms-1,1.1,P degC,11.8448,R ugm-3,41.87768,R ugm-3,60.03945,R ugm-3,7.9,R ugm-3 (TEOM FDMS),31.98109,R ugm-3,8.1,R ugm-3 (TEOM FDMS),0.2,R ugm-3 (TEOM FDMS)
02/01/2019,12:00:00,,,21.2,P deg,2.9,P ms-1,2.5,P degC,5.06917,R ugm-3,28.28954,R ugm-3,36.06216,R ugm-3,7.2,R ugm-3 (TEOM FDMS),46.5497,R ugm-3,8.7,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
02/01/2019,13:00:00,,,27.1,P deg,3.1,P ms-1,3.3,P degC,6.32392,R ugm-3,25.90378,R ugm-3,35.60032,R ugm-3,8.2,R ugm-3 (TEOM FDMS),51.04003,R ugm-3,9.9,R ugm-3 (TEOM FDMS),1.7,R ugm-3 (TEOM FDMS)
02/01/2019,14:00:00,,,26.4,P deg,2.7,P ms-1,3.5,P degC,3.4631,R ugm-3,17.7436,R ugm-3,23.05361,R ugm-3,5.5,R ugm-3 (TEOM FDMS),62.71487,R ugm-3,5.6,R ugm-3 (TEOM FDMS),0.1,R ugm-3 (TEOM FDMS)
02/01/2019,15:00:00,,,13.1,P deg,2,P ms-1,3.1,P degC,1.50569,R ugm-3,15.39524,R ugm-3,17.70394,R ugm-3,5.1,R ugm-3 (TEOM FDMS),66.00778,R ugm-3,6.3,R ugm-3 (TEOM FDMS),1.2,R ugm-3 (TEOM FDMS)
02/01/2019,16:00:00,,,350,P deg,2.2,P ms-1,1.8,P degC,19.97555,R ugm-3,18.86531,R ugm-3,49.49406,R ugm-3,5.9,R ugm-3 (TEOM FDMS),59.871,R ugm-3,6.7,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
02/01/2019,17:00:00,,,343.9,P deg,2.4,P ms-1,0.9,P degC,2.33383,R ugm-3,25.01723,R ugm-3,28.59571,R ugm-3,6.8,R ugm-3 (TEOM FDMS),56.92734,R ugm-3,7.5,R ugm-3 (TEOM FDMS),0.7,R ugm-3 (TEOM FDMS)
02/01/2019,18:00:00,,,342.4,P deg,2.6,P ms-1,0.3,P degC,6.17335,R ugm-3,27.90504,R ugm-3,37.37071,R ugm-3,9.7,R ugm-3 (TEOM FDMS),52.23745,R ugm-3,10.8,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
02/01/2019,19:00:00,,,347.9,P deg,2.3,P ms-1,-0.1,P degC,3.4631,R ugm-3,31.67583,R ugm-3,36.98584,R ugm-3,11.1,R ugm-3 (TEOM FDMS),45.70153,R ugm-3,11.9,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
02/01/2019,20:00:00,,,356.6,P deg,2.3,P ms-1,-0.5,P degC,4.86841,R ugm-3,30.56019,R ugm-3,38.02499,R ugm-3,12,R ugm-3 (TEOM FDMS),45.75142,R ugm-3,13.6,R ugm-3 (TEOM FDMS),1.6,R ugm-3 (TEOM FDMS)
02/01/2019,21:00:00,,,0.1,P deg,2.4,P ms-1,-0.7,P degC,2.58478,R ugm-3,21.66896,R ugm-3,25.63223,R ugm-3,11.3,R ugm-3 (TEOM FDMS),52.63659,R ugm-3,13.4,R ugm-3 (TEOM FDMS),2.1,R ugm-3 (TEOM FDMS)
02/01/2019,22:00:00,,,1.1,P deg,2.4,P ms-1,-0.9,P degC,1.68136,R ugm-3,23.09267,R ugm-3,25.67072,R ugm-3,10.2,R ugm-3 (TEOM FDMS),50.64089,R ugm-3,12.2,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
02/01/2019,23:00:00,,,0.8,P deg,2.3,P ms-1,-1.2,P degC,1.80683,R ugm-3,21.01442,R ugm-3,23.78486,R ugm-3,11.8,R ugm-3 (TEOM FDMS),50.94024,R ugm-3,13.3,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
02/01/2019,24:00:00,,,357.3,P deg,2,P ms-1,-1.4,P degC,0.5019,R ugm-3,22.78437,R ugm-3,23.55394,R ugm-3,13.2,R ugm-3 (TEOM FDMS),45.65164,R ugm-3,15.1,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
03/01/2019,01:00:00,,,357.5,P deg,1.4,P ms-1,-1.1,P degC,0.8365,R ugm-3,19.70851,R ugm-3,20.99113,R ugm-3,12.9,R ugm-3 (TEOM FDMS),48.22942,R ugm-3,15.7,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
03/01/2019,02:00:00,,,355,P deg,1.8,P ms-1,-1.7,P degC,0.93688,R ugm-3,19.70857,R ugm-3,21.1451,R ugm-3,11.9,R ugm-3 (TEOM FDMS),47.16504,R ugm-3,14.7,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
03/01/2019,03:00:00,,,43.3,P deg,1.3,P ms-1,-2.2,P degC,0.57719,R ugm-3,13.74206,R ugm-3,14.62707,R ugm-3,10.1,R ugm-3 (TEOM FDMS),52.33723,R ugm-3,11.5,R ugm-3 (TEOM FDMS),1.4,R ugm-3 (TEOM FDMS)
03/01/2019,04:00:00,,,71.6,P deg,0.9,P ms-1,-2.7,P degC,0.5019,R ugm-3,13.39559,R ugm-3,14.16516,R ugm-3,12.9,R ugm-3 (TEOM FDMS),50.591,R ugm-3,15,R ugm-3 (TEOM FDMS),2.1,R ugm-3 (TEOM FDMS)
03/01/2019,05:00:00,,,326.2,P deg,0.2,P ms-1,-3.3,P degC,0.57719,R ugm-3,13.89603,R ugm-3,14.78104,R ugm-3,10.9,R ugm-3 (TEOM FDMS),50.89035,R ugm-3,13.4,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
03/01/2019,06:00:00,,,313.4,P deg,0.8,P ms-1,-3,P degC,3.88974,R ugm-3,27.56261,R ugm-3,33.52679,R ugm-3,14.8,R ugm-3 (TEOM FDMS),35.82282,R ugm-3,16.2,R ugm-3 (TEOM FDMS),1.4,R ugm-3 (TEOM FDMS)
03/01/2019,07:00:00,,,347.4,P deg,1.4,P ms-1,-3.1,P degC,13.62662,R ugm-3,38.57673,R ugm-3,59.47059,R ugm-3,15.4,R ugm-3 (TEOM FDMS),25.99399,R ugm-3,17.6,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
03/01/2019,08:00:00,,,19.2,P deg,1.3,P ms-1,-3.4,P degC,21.07986,R ugm-3,46.12529,R ugm-3,78.44729,R ugm-3,16.2,R ugm-3 (TEOM FDMS),20.50582,R ugm-3,19.5,R ugm-3 (TEOM FDMS),3.3,R ugm-3 (TEOM FDMS)
03/01/2019,09:00:00,,,13.1,P deg,0.3,P ms-1,-3.6,P degC,27.32853,R ugm-3,54.05812,R ugm-3,95.96128,R ugm-3,19.8,R ugm-3 (TEOM FDMS),12.52302,R ugm-3,22.6,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
03/01/2019,10:00:00,,,301.6,P deg,0.3,P ms-1,-2.5,P degC,90.0411,R ugm-3,57.59522,R ugm-3,195.65631,R ugm-3,17.8,R ugm-3 (TEOM FDMS),21.20431,R ugm-3,21.8,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
03/01/2019,11:00:00,,,226.2,P deg,0.5,P ms-1,-1.1,P degC,6.24867,R ugm-3,24.83094,R ugm-3,34.41211,R ugm-3,11.9,R ugm-3 (TEOM FDMS),39.66454,R ugm-3,15.5,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
03/01/2019,12:00:00,,,257.2,P deg,0.5,P ms-1,0.2,P degC,7.25247,R ugm-3,23.75371,R ugm-3,34.87402,R ugm-3,11.3,R ugm-3 (TEOM FDMS),45.60175,R ugm-3,14.9,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
03/01/2019,13:00:00,,,257.2,P deg,0.4,P ms-1,1.1,P degC,6.92624,R ugm-3,20.28923,R ugm-3,30.90931,R ugm-3,11.2,R ugm-3 (TEOM FDMS),49.94239,R ugm-3,13.3,R ugm-3 (TEOM FDMS),2.1,R ugm-3 (TEOM FDMS)
03/01/2019,14:00:00,,,275.8,P deg,0.5,P ms-1,1.7,P degC,5.19468,R ugm-3,17.1704,R ugm-3,25.13547,R ugm-3,13.8,R ugm-3 (TEOM FDMS),52.48691,R ugm-3,15.4,R ugm-3 (TEOM FDMS),1.6,R ugm-3 (TEOM FDMS)
03/01/2019,15:00:00,,,291.5,P deg,0.5,P ms-1,1.6,P degC,9.03422,R ugm-3,25.71779,R ugm-3,39.57007,R ugm-3,15,R ugm-3 (TEOM FDMS),44.05508,R ugm-3,17.2,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
03/01/2019,16:00:00,,,284.2,P deg,0.5,P ms-1,0.5,P degC,7.93004,R ugm-3,31.45254,R ugm-3,43.61177,R ugm-3,15.1,R ugm-3 (TEOM FDMS),38.76647,R ugm-3,18.3,R ugm-3 (TEOM FDMS),3.2,R ugm-3 (TEOM FDMS)
03/01/2019,17:00:00,,,294.6,P deg,0.4,P ms-1,-0.3,P degC,7.77947,R ugm-3,21.98335,R ugm-3,33.91171,R ugm-3,12.9,R ugm-3 (TEOM FDMS),47.84691,R ugm-3,14.8,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
03/01/2019,18:00:00,,,315.7,P deg,0.5,P ms-1,-0.8,P degC,7.25247,R ugm-3,30.48986,R ugm-3,41.61017,R ugm-3,14.4,R ugm-3 (TEOM FDMS),39.21551,R ugm-3,18.7,R ugm-3 (TEOM FDMS),4.3,R ugm-3 (TEOM FDMS)
03/01/2019,19:00:00,,,325.9,P deg,0.4,P ms-1,-1.3,P degC,7.37795,R ugm-3,33.68479,R ugm-3,44.99749,R ugm-3,17.9,R ugm-3 (TEOM FDMS),35.97249,R ugm-3,21.5,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
03/01/2019,20:00:00,,,312,P deg,0.1,P ms-1,-2,P degC,8.1308,R ugm-3,32.22249,R ugm-3,44.68955,R ugm-3,18.5,R ugm-3 (TEOM FDMS),33.37808,R ugm-3,22.7,R ugm-3 (TEOM FDMS),4.2,R ugm-3 (TEOM FDMS)
03/01/2019,21:00:00,,,269.3,P deg,0.1,P ms-1,-2.4,P degC,4.19088,R ugm-3,37.4168,R ugm-3,43.84272,R ugm-3,18.9,R ugm-3 (TEOM FDMS),27.34109,R ugm-3,23.6,R ugm-3 (TEOM FDMS),4.7,R ugm-3 (TEOM FDMS)
03/01/2019,22:00:00,,,282.3,P deg,0.2,P ms-1,-2.6,P degC,8.38175,R ugm-3,44.54016,R ugm-3,57.392,R ugm-3,20.8,R ugm-3 (TEOM FDMS),18.16087,R ugm-3,25.9,R ugm-3 (TEOM FDMS),5.1,R ugm-3 (TEOM FDMS)
03/01/2019,23:00:00,,,284.9,P deg,1.3,P ms-1,-2.5,P degC,5.57111,R ugm-3,37.84097,R ugm-3,46.38321,R ugm-3,21.4,R ugm-3 (TEOM FDMS),22.35184,R ugm-3,26.3,R ugm-3 (TEOM FDMS),4.9,R ugm-3 (TEOM FDMS)
03/01/2019,24:00:00,,,286.5,P deg,1.2,P ms-1,-2.8,P degC,1.58099,R ugm-3,29.67842,R ugm-3,32.10257,R ugm-3,16.9,R ugm-3 (TEOM FDMS),31.63185,R ugm-3,23,R ugm-3 (TEOM FDMS),6.1,R ugm-3 (TEOM FDMS)
04/01/2019,01:00:00,,,304.3,P deg,1.1,P ms-1,-2.2,P degC,2.108,R ugm-3,26.95002,R ugm-3,30.18224,R ugm-3,19.7,R ugm-3 (TEOM FDMS),30.8003,R ugm-3,27.1,R ugm-3 (TEOM FDMS),7.4,R ugm-3 (TEOM FDMS)
04/01/2019,02:00:00,,,289.7,P deg,1.4,P ms-1,-2.7,P degC,3.94831,R ugm-3,35.26692,R ugm-3,41.32092,R ugm-3,20.9,R ugm-3 (TEOM FDMS),22.15227,R ugm-3,26.2,R ugm-3 (TEOM FDMS),5.3,R ugm-3 (TEOM FDMS)
04/01/2019,03:00:00,,,313.8,P deg,1.6,P ms-1,-3.1,P degC,5.59624,R ugm-3,33.49727,R ugm-3,42.07804,R ugm-3,20.8,R ugm-3 (TEOM FDMS),14.41893,R ugm-3,28.7,R ugm-3 (TEOM FDMS),7.9,R ugm-3 (TEOM FDMS)
04/01/2019,04:00:00,,,300.2,P deg,1.2,P ms-1,-3.2,P degC,10.21376,R ugm-3,36.42658,R ugm-3,52.08746,R ugm-3,18.4,R ugm-3 (TEOM FDMS),5.93721,R ugm-3,25,R ugm-3 (TEOM FDMS),6.6,R ugm-3 (TEOM FDMS)
04/01/2019,05:00:00,,,303.3,P deg,1.1,P ms-1,-3.5,P degC,14.40466,R ugm-3,39.0091,R ugm-3,61.09593,R ugm-3,18.7,R ugm-3 (TEOM FDMS),2.34495,R ugm-3,25.4,R ugm-3 (TEOM FDMS),6.7,R ugm-3 (TEOM FDMS)
04/01/2019,06:00:00,,,260,P deg,1,P ms-1,-3.7,P degC,36.16222,R ugm-3,42.41333,R ugm-3,97.86128,R ugm-3,18,R ugm-3 (TEOM FDMS),1.84602,R ugm-3,23.6,R ugm-3 (TEOM FDMS),5.6,R ugm-3 (TEOM FDMS)
04/01/2019,07:00:00,,,257.6,P deg,1.2,P ms-1,-3.9,P degC,75.46133,R ugm-3,52.91439,R ugm-3,168.62015,R ugm-3,21.1,R ugm-3 (TEOM FDMS),1.09764,R ugm-3,27.4,R ugm-3 (TEOM FDMS),6.3,R ugm-3 (TEOM FDMS)
04/01/2019,08:00:00,,,257.1,P deg,1.3,P ms-1,-4,P degC,104.06989,R ugm-3,66.56419,R ugm-3,226.13579,R ugm-3,25.7,R ugm-3 (TEOM FDMS),1.19742,R ugm-3,30.6,R ugm-3 (TEOM FDMS),4.9,R ugm-3 (TEOM FDMS)
04/01/2019,09:00:00,,,246.7,P deg,1.6,P ms-1,-4.1,P degC,127.78487,R ugm-3,73.97367,R ugm-3,269.90774,R ugm-3,27.1,R ugm-3 (TEOM FDMS),1.69635,R ugm-3,35.2,R ugm-3 (TEOM FDMS),8.1,R ugm-3 (TEOM FDMS)
04/01/2019,10:00:00,,,270.8,P deg,1.6,P ms-1,-2.6,P degC,64.87115,R ugm-3,66.14962,R ugm-3,165.61733,R ugm-3,25.1,R ugm-3 (TEOM FDMS),4.59011,R ugm-3,33.1,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS)
04/01/2019,11:00:00,,,272.4,P deg,1.9,P ms-1,-1.2,P degC,28.83441,R ugm-3,52.45571,R ugm-3,96.66785,R ugm-3,19.6,R ugm-3 (TEOM FDMS),13.47098,R ugm-3,25.4,R ugm-3 (TEOM FDMS),5.8,R ugm-3 (TEOM FDMS)
04/01/2019,12:00:00,,,281.6,P deg,2.1,P ms-1,0.1,P degC,17.99327,R ugm-3,45.86441,R ugm-3,73.45371,R ugm-3,17,R ugm-3 (TEOM FDMS),23.49937,R ugm-3,25.5,R ugm-3 (TEOM FDMS),8.5,R ugm-3 (TEOM FDMS)
04/01/2019,13:00:00,,,290.8,P deg,2.3,P ms-1,1,P degC,10.5149,R ugm-3,32.34605,R ugm-3,48.46867,R ugm-3,17.7,R ugm-3 (TEOM FDMS),35.62325,R ugm-3,24.8,R ugm-3 (TEOM FDMS),7.1,R ugm-3 (TEOM FDMS)
04/01/2019,14:00:00,,,295.5,P deg,1.9,P ms-1,1.5,P degC,14.78109,R ugm-3,42.2047,R ugm-3,64.86871,R ugm-3,20.5,R ugm-3 (TEOM FDMS),25.2955,R ugm-3,26.9,R ugm-3 (TEOM FDMS),6.4,R ugm-3 (TEOM FDMS)
04/01/2019,15:00:00,,,288.7,P deg,1.7,P ms-1,1.4,P degC,14.98185,R ugm-3,45.09218,R ugm-3,68.06403,R ugm-3,21.9,R ugm-3 (TEOM FDMS),21.80302,R ugm-3,27.8,R ugm-3 (TEOM FDMS),5.9,R ugm-3 (TEOM FDMS)
04/01/2019,16:00:00,,,273.4,P deg,1.9,P ms-1,0.2,P degC,18.14385,R ugm-3,54.41102,R ugm-3,82.2312,R ugm-3,26.7,R ugm-3 (TEOM FDMS),12.6228,R ugm-3,33.2,R ugm-3 (TEOM FDMS),6.5,R ugm-3 (TEOM FDMS)
04/01/2019,17:00:00,,,281.8,P deg,2,P ms-1,-0.7,P degC,29.26103,R ugm-3,68.12462,R ugm-3,112.9909,R ugm-3,27.2,R ugm-3 (TEOM FDMS),2.29506,R ugm-3,33.5,R ugm-3 (TEOM FDMS),6.3,R ugm-3 (TEOM FDMS)
04/01/2019,18:00:00,,,293.5,P deg,2.3,P ms-1,-1.2,P degC,59.8772,R ugm-3,78.11865,R ugm-3,169.92908,R ugm-3,30.9,R ugm-3 (TEOM FDMS),1.54667,R ugm-3,37,R ugm-3 (TEOM FDMS),6.1,R ugm-3 (TEOM FDMS)
04/01/2019,19:00:00,,,310.9,P deg,2.7,P ms-1,-1.5,P degC,80.83171,R ugm-3,83.94763,R ugm-3,207.88786,R ugm-3,33.2,R ugm-3 (TEOM FDMS),0.34925,R ugm-3,40.3,R ugm-3 (TEOM FDMS),7.1,R ugm-3 (TEOM FDMS)
