End Date,End Time,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV25,Status/units,O3,Status/units,PM25,Status/units,V25,Status/units
01/01/2015,11:00:00,222.3,P deg,10.3,P ms-1,9.7,P degC,1.39604,R ugm-3,8.83432,R ugm-3,10.97488,R ugm-3,3.8,R ugm-3 (TEOM FDMS),62.11117,R ugm-3,8.5,R ugm-3 (TEOM FDMS),4.7,R ugm-3 (TEOM FDMS)
01/01/2015,12:00:00,219.6,P deg,10.3,P ms-1,10.1,P degC,3.27541,R ugm-3,11.24885,R ugm-3,16.27107,R ugm-3,3,R ugm-3 (TEOM FDMS),62.42699,R ugm-3,6.9,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
01/01/2015,13:00:00,220.9,P deg,9.5,P ms-1,10.2,P degC,3.65147,R ugm-3,11.24502,R ugm-3,16.84387,R ugm-3,3,R ugm-3 (TEOM FDMS),64.42718,R ugm-3,9.4,R ugm-3 (TEOM FDMS),6.4,R ugm-3 (TEOM FDMS)
01/01/2015,14:00:00,225.5,P deg,11.1,P ms-1,10.6,P degC,2.658,R ugm-3,9.66625,R ugm-3,13.74179,R ugm-3,4,R ugm-3 (TEOM FDMS),67.21717,R ugm-3,6,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
01/01/2015,15:00:00,225.9,P deg,11.7,P ms-1,11,P degC,2.25512,R ugm-3,10.28447,R ugm-3,13.74227,R ugm-3,1.1,R ugm-3 (TEOM FDMS),68.11174,R ugm-3,4.4,R ugm-3 (TEOM FDMS),3.3,R ugm-3 (TEOM FDMS)
01/01/2015,16:00:00,224.1,P deg,12,P ms-1,11.2,P degC,1.74529,R ugm-3,9.87328,R ugm-3,12.54935,R ugm-3,2.4,R ugm-3 (TEOM FDMS),67.63727,R ugm-3,6.3,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
01/01/2015,17:00:00,220.7,P deg,12.5,P ms-1,11.2,P degC,2.28225,R ugm-3,9.04995,R ugm-3,12.54935,R ugm-3,4.2,R ugm-3 (TEOM FDMS),69.21686,R ugm-3,6.7,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
01/01/2015,18:00:00,222.7,P deg,13.3,P ms-1,11.3,P degC,1.47649,R ugm-3,10.09465,R ugm-3,12.35858,R ugm-3,3.6,R ugm-3 (TEOM FDMS),67.1119,R ugm-3,8.2,R ugm-3 (TEOM FDMS),4.6,R ugm-3 (TEOM FDMS)
01/01/2015,19:00:00,227.3,P deg,12.7,P ms-1,11.6,P degC,1.95982,R ugm-3,9.06764,R ugm-3,12.07266,R ugm-3,3.3,R ugm-3 (TEOM FDMS),66.90135,R ugm-3,8.3,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
01/01/2015,20:00:00,230,P deg,13.3,P ms-1,11.7,P degC,1.71847,R ugm-3,8.38775,R ugm-3,11.02269,R ugm-3,-3.4,R ugm-3 (TEOM FDMS),67.1114,R ugm-3,-0.7,R ugm-3 (TEOM FDMS),2.7,R ugm-3 (TEOM FDMS)
01/01/2015,21:00:00,236.1,P deg,13.8,P ms-1,12,P degC,1.04711,R ugm-3,8.03298,R ugm-3,9.63852,R ugm-3,3.2,R ugm-3 (TEOM FDMS),66.79608,R ugm-3,6.8,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
01/01/2015,22:00:00,240.2,P deg,13.9,P ms-1,12.1,P degC,0.4562,R ugm-3,6.17164,R ugm-3,6.87113,R ugm-3,0.6,R ugm-3 (TEOM FDMS),66.74319,R ugm-3,4.1,R ugm-3 (TEOM FDMS),3.5,R ugm-3 (TEOM FDMS)
01/01/2015,23:00:00,248.4,P deg,13.9,P ms-1,12.4,P degC,0.37575,R ugm-3,5.24551,R ugm-3,5.82165,R ugm-3,1,R ugm-3 (TEOM FDMS),66.69081,R ugm-3,3.6,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
01/01/2015,24:00:00,255.4,P deg,11.6,P ms-1,12.4,P degC,0.1609,R ugm-3,4.57231,R ugm-3,4.81902,R ugm-3,1,R ugm-3 (TEOM FDMS),66.74369,R ugm-3,3.6,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
02/01/2015,01:00:00,259.9,P deg,9.8,P ms-1,11.9,P degC,0.07151,R ugm-3,3.77145,R ugm-3,3.8811,R ugm-3,-0.6,R ugm-3 (TEOM FDMS),66.46213,R ugm-3,1.6,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
02/01/2015,02:00:00,272.6,P deg,8.6,P ms-1,11.4,P degC,0.07151,R ugm-3,7.39819,R ugm-3,7.50784,R ugm-3,3.3,R ugm-3 (TEOM FDMS),69.62066,R ugm-3,3.7,R ugm-3 (TEOM FDMS),0.4,R ugm-3 (TEOM FDMS)
02/01/2015,03:00:00,282.7,P deg,7.8,P ms-1,9,P degC,0.02682,R ugm-3,3.44154,R ugm-3,3.48266,R ugm-3,1.5,R ugm-3 (TEOM FDMS),,,5.8,R ugm-3 (TEOM FDMS),4.3,R ugm-3 (TEOM FDMS)
02/01/2015,04:00:00,289.1,P deg,6.6,P ms-1,7.7,P degC,-0.05363,R ugm-3,2.42075,R ugm-3,2.33851,R ugm-3,2.3,R ugm-3 (TEOM FDMS),,,1,R ugm-3 (TEOM FDMS),-1.3,R ugm-3 (TEOM FDMS)
02/01/2015,05:00:00,296.6,P deg,6.2,P ms-1,6.5,P degC,0.02682,R ugm-3,2.72627,R ugm-3,2.76739,R ugm-3,0.5,R ugm-3 (TEOM FDMS),,,1.3,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
02/01/2015,06:00:00,286.5,P deg,6.2,P ms-1,5.7,P degC,0.42876,R ugm-3,3.20726,R ugm-3,3.86468,R ugm-3,3.7,R ugm-3 (TEOM FDMS),,,3.9,R ugm-3 (TEOM FDMS),0.2,R ugm-3 (TEOM FDMS)
02/01/2015,07:00:00,282.1,P deg,6.3,P ms-1,4.9,P degC,1.23233,R ugm-3,6.27013,R ugm-3,8.15968,R ugm-3,5.9,R ugm-3 (TEOM FDMS),,,5.5,R ugm-3 (TEOM FDMS),-0.4,R ugm-3 (TEOM FDMS)
02/01/2015,08:00:00,272.1,P deg,6.2,P ms-1,4.4,P degC,2.51799,R ugm-3,15.03512,R ugm-3,18.89598,R ugm-3,7.2,R ugm-3 (TEOM FDMS),,,5.9,R ugm-3 (TEOM FDMS),-1.3,R ugm-3 (TEOM FDMS)
02/01/2015,09:00:00,271.5,P deg,6.4,P ms-1,4.2,P degC,4.31254,R ugm-3,20.77692,R ugm-3,27.38939,R ugm-3,5.9,R ugm-3 (TEOM FDMS),,,4.8,R ugm-3 (TEOM FDMS),-1.1,R ugm-3 (TEOM FDMS)
02/01/2015,10:00:00,271.9,P deg,7.3,P ms-1,4.9,P degC,4.84794,R ugm-3,15.61413,R ugm-3,23.04754,R ugm-3,5.2,R ugm-3 (TEOM FDMS),,,3.2,R ugm-3 (TEOM FDMS),-2,R ugm-3 (TEOM FDMS)
02/01/2015,11:00:00,277.8,P deg,8.2,P ms-1,5.7,P degC,4.25891,R ugm-3,15.0858,R ugm-3,21.61603,R ugm-3,7.2,R ugm-3 (TEOM FDMS),,,5.9,R ugm-3 (TEOM FDMS),-1.3,R ugm-3 (TEOM FDMS)
02/01/2015,12:00:00,279.5,P deg,8.6,P ms-1,6.3,P degC,4.47344,R ugm-3,15.04325,R ugm-3,21.90243,R ugm-3,,,,,,,,
02/01/2015,13:00:00,279.2,P deg,9.6,P ms-1,6.4,P degC,4.12513,R ugm-3,10.90125,R ugm-3,17.22637,R ugm-3,9.1,R ugm-3 (TEOM FDMS),,,8.7,R ugm-3 (TEOM FDMS),-0.4,R ugm-3 (TEOM FDMS)
02/01/2015,14:00:00,282.1,P deg,9.5,P ms-1,6.3,P degC,3.29443,R ugm-3,13.36742,R ugm-3,18.41881,R ugm-3,6.3,R ugm-3 (TEOM FDMS),,,8.9,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
02/01/2015,15:00:00,281.1,P deg,7.4,P ms-1,5.6,P degC,3.45533,R ugm-3,12.16637,R ugm-3,17.46447,R ugm-3,5.5,R ugm-3 (TEOM FDMS),,,10.6,R ugm-3 (TEOM FDMS),5.1,R ugm-3 (TEOM FDMS)
02/01/2015,16:00:00,264.9,P deg,4.1,P ms-1,4.2,P degC,4.01787,R ugm-3,17.22063,R ugm-3,23.38127,R ugm-3,5.9,R ugm-3 (TEOM FDMS),,,8.4,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
02/01/2015,17:00:00,216.9,P deg,3.6,P ms-1,3.1,P degC,8.6519,R ugm-3,31.49218,R ugm-3,44.75824,R ugm-3,5.3,R ugm-3 (TEOM FDMS),,,5.1,R ugm-3 (TEOM FDMS),-0.2,R ugm-3 (TEOM FDMS)
02/01/2015,18:00:00,240.7,P deg,4.2,P ms-1,2.8,P degC,9.05353,R ugm-3,36.65019,R ugm-3,50.53208,R ugm-3,6.5,R ugm-3 (TEOM FDMS),,,6.2,R ugm-3 (TEOM FDMS),-0.3,R ugm-3 (TEOM FDMS)
02/01/2015,19:00:00,251.1,P deg,4.1,P ms-1,2.4,P degC,16.39295,R ugm-3,59.60976,R ugm-3,84.74527,R ugm-3,8.4,R ugm-3 (TEOM FDMS),,,9.9,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
02/01/2015,20:00:00,223.5,P deg,4,P ms-1,1.8,P degC,22.7679,R ugm-3,66.20167,R ugm-3,101.11196,R ugm-3,10.2,R ugm-3 (TEOM FDMS),,,9.9,R ugm-3 (TEOM FDMS),-0.3,R ugm-3 (TEOM FDMS)
02/01/2015,21:00:00,225.9,P deg,4.8,P ms-1,1.7,P degC,11.86619,R ugm-3,64.06971,R ugm-3,82.26428,R ugm-3,12.3,R ugm-3 (TEOM FDMS),,,14.1,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
02/01/2015,22:00:00,237.2,P deg,4.9,P ms-1,2.2,P degC,4.31254,R ugm-3,30.89309,R ugm-3,37.50556,R ugm-3,6.9,R ugm-3 (TEOM FDMS),,,7.8,R ugm-3 (TEOM FDMS),0.9,R ugm-3 (TEOM FDMS)
02/01/2015,23:00:00,231.8,P deg,4.3,P ms-1,2.3,P degC,2.5448,R ugm-3,17.42766,R ugm-3,21.32963,R ugm-3,6.4,R ugm-3 (TEOM FDMS),,,9.9,R ugm-3 (TEOM FDMS),3.5,R ugm-3 (TEOM FDMS)
02/01/2015,24:00:00,227.5,P deg,4.4,P ms-1,1.7,P degC,1.15188,R ugm-3,12.69231,R ugm-3,14.4585,R ugm-3,4.5,R ugm-3 (TEOM FDMS),,,6.8,R ugm-3 (TEOM FDMS),2.3,R ugm-3 (TEOM FDMS)
03/01/2015,01:00:00,228.6,P deg,5.4,P ms-1,3.4,P degC,1.53168,R ugm-3,11.07593,R ugm-3,13.42448,R ugm-3,2.6,R ugm-3 (TEOM FDMS),,,6.5,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
03/01/2015,02:00:00,231.4,P deg,7,P ms-1,3.9,P degC,1.03318,R ugm-3,17.88443,R ugm-3,19.46861,R ugm-3,3.9,R ugm-3 (TEOM FDMS),,,5.4,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
03/01/2015,03:00:00,234.6,P deg,7.4,P ms-1,4.1,P degC,0.45433,R ugm-3,14.382,R ugm-3,15.07863,R ugm-3,5.2,R ugm-3 (TEOM FDMS),,,4.3,R ugm-3 (TEOM FDMS),-0.9,R ugm-3 (TEOM FDMS)
03/01/2015,04:00:00,231.6,P deg,6.3,P ms-1,3.9,P degC,0.13346,R ugm-3,7.04804,R ugm-3,7.25268,R ugm-3,3,R ugm-3 (TEOM FDMS),,,5.3,R ugm-3 (TEOM FDMS),2.3,R ugm-3 (TEOM FDMS)
03/01/2015,05:00:00,231.3,P deg,6.9,P ms-1,3.8,P degC,0.29374,R ugm-3,4.22615,R ugm-3,4.67654,R ugm-3,-1.6,R ugm-3 (TEOM FDMS),,,0.7,R ugm-3 (TEOM FDMS),2.3,R ugm-3 (TEOM FDMS)
03/01/2015,06:00:00,222.2,P deg,6.4,P ms-1,3.4,P degC,0.77489,R ugm-3,7.639,R ugm-3,8.82714,R ugm-3,-1.6,R ugm-3 (TEOM FDMS),,,2.3,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
03/01/2015,07:00:00,210.8,P deg,5.4,P ms-1,3.4,P degC,0.24042,R ugm-3,15.75996,R ugm-3,16.12859,R ugm-3,-2.1,R ugm-3 (TEOM FDMS),,,3.6,R ugm-3 (TEOM FDMS),5.7,R ugm-3 (TEOM FDMS)
03/01/2015,08:00:00,180.7,P deg,3,P ms-1,3.1,P degC,0.18678,R ugm-3,16.60528,R ugm-3,16.89168,R ugm-3,1.4,R ugm-3 (TEOM FDMS),,,3.7,R ugm-3 (TEOM FDMS),2.3,R ugm-3 (TEOM FDMS)
03/01/2015,09:00:00,134.9,P deg,1.9,P ms-1,3.2,P degC,0.29374,R ugm-3,18.15919,R ugm-3,18.60958,R ugm-3,3.6,R ugm-3 (TEOM FDMS),,,8.4,R ugm-3 (TEOM FDMS),4.8,R ugm-3 (TEOM FDMS)
03/01/2015,10:00:00,102.1,P deg,3.5,P ms-1,3.2,P degC,0.64111,R ugm-3,19.63038,R ugm-3,20.6134,R ugm-3,-0.3,R ugm-3 (TEOM FDMS),,,3.3,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
03/01/2015,11:00:00,77,P deg,4,P ms-1,3.5,P degC,1.25603,R ugm-3,32.14387,R ugm-3,34.06975,R ugm-3,1.4,R ugm-3 (TEOM FDMS),,,2.5,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
03/01/2015,12:00:00,66.5,P deg,3.9,P ms-1,3.6,P degC,3.58069,R ugm-3,40.9385,R ugm-3,46.42881,R ugm-3,8.1,R ugm-3 (TEOM FDMS),,,11.8,R ugm-3 (TEOM FDMS),3.7,R ugm-3 (TEOM FDMS)
03/01/2015,13:00:00,51.4,P deg,3.2,P ms-1,3.7,P degC,4.27543,R ugm-3,34.95811,R ugm-3,41.51368,R ugm-3,4.7,R ugm-3 (TEOM FDMS),,,5.5,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
03/01/2015,14:00:00,13.8,P deg,2.9,P ms-1,3.7,P degC,3.47404,R ugm-3,32.32221,R ugm-3,37.649,R ugm-3,6,R ugm-3 (TEOM FDMS),,,4.8,R ugm-3 (TEOM FDMS),-1.2,R ugm-3 (TEOM FDMS)
03/01/2015,15:00:00,352.9,P deg,3,P ms-1,3.1,P degC,6.28016,R ugm-3,26.9696,R ugm-3,36.59903,R ugm-3,6.5,R ugm-3 (TEOM FDMS),,,4.3,R ugm-3 (TEOM FDMS),-2.2,R ugm-3 (TEOM FDMS)
03/01/2015,16:00:00,337.9,P deg,2.4,P ms-1,2.2,P degC,7.34878,R ugm-3,48.90263,R ugm-3,60.1706,R ugm-3,3.3,R ugm-3 (TEOM FDMS),,,4,R ugm-3 (TEOM FDMS),0.7,R ugm-3 (TEOM FDMS)
03/01/2015,17:00:00,338.8,P deg,3.4,P ms-1,2.7,P degC,4.94399,R ugm-3,39.5156,R ugm-3,47.09627,R ugm-3,7.4,R ugm-3 (TEOM FDMS),,,8.2,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
03/01/2015,18:00:00,335.6,P deg,3.2,P ms-1,2.4,P degC,18.67988,R ugm-3,77.3372,R ugm-3,105.97928,R ugm-3,9.3,R ugm-3 (TEOM FDMS),,,12,R ugm-3 (TEOM FDMS),2.7,R ugm-3 (TEOM FDMS)
03/01/2015,19:00:00,337,P deg,4.8,P ms-1,1.7,P degC,18.03845,R ugm-3,74.93271,R ugm-3,102.59128,R ugm-3,17.5,R ugm-3 (TEOM FDMS),,,15.2,R ugm-3 (TEOM FDMS),-2.3,R ugm-3 (TEOM FDMS)
03/01/2015,20:00:00,344.6,P deg,4.5,P ms-1,2.2,P degC,9.86115,R ugm-3,62.18111,R ugm-3,77.30134,R ugm-3,13.6,R ugm-3 (TEOM FDMS),,,16,R ugm-3 (TEOM FDMS),2.4,R ugm-3 (TEOM FDMS)
03/01/2015,21:00:00,349.1,P deg,4.6,P ms-1,2.8,P degC,7.08186,R ugm-3,55.80245,R ugm-3,66.66114,R ugm-3,14.5,R ugm-3 (TEOM FDMS),,,17.5,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
03/01/2015,22:00:00,346.7,P deg,4.2,P ms-1,2.4,P degC,8.12398,R ugm-3,55.01498,R ugm-3,67.47157,R ugm-3,12.1,R ugm-3 (TEOM FDMS),,,15.1,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
03/01/2015,23:00:00,341.1,P deg,3.1,P ms-1,1.9,P degC,16.67547,R ugm-3,76.64057,R ugm-3,102.20926,R ugm-3,12.5,R ugm-3 (TEOM FDMS),,,16.5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
03/01/2015,24:00:00,320.1,P deg,2.4,P ms-1,1.6,P degC,23.19604,R ugm-3,75.9951,R ugm-3,111.56186,R ugm-3,15.5,R ugm-3 (TEOM FDMS),,,19.4,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
04/01/2015,01:00:00,297.1,P deg,1.9,P ms-1,-2.6,P degC,32.88174,R ugm-3,74.02714,R ugm-3,124.4451,R ugm-3,19.4,R ugm-3 (TEOM FDMS),,,23.5,R ugm-3 (TEOM FDMS),4.1,R ugm-3 (TEOM FDMS)
04/01/2015,02:00:00,283.9,P deg,1,P ms-1,-2.9,P degC,25.52392,R ugm-3,72.01264,R ugm-3,111.14876,R ugm-3,18.6,R ugm-3 (TEOM FDMS),,,22.2,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
04/01/2015,03:00:00,265.4,P deg,0.7,P ms-1,-3.3,P degC,17.09019,R ugm-3,62.02429,R ugm-3,88.22888,R ugm-3,17.9,R ugm-3 (TEOM FDMS),,,23.3,R ugm-3 (TEOM FDMS),5.4,R ugm-3 (TEOM FDMS)
04/01/2015,04:00:00,266,P deg,0,P ms-1,-4.1,P degC,19.86232,R ugm-3,60.06398,R ugm-3,90.5191,R ugm-3,17,R ugm-3 (TEOM FDMS),,,22.7,R ugm-3 (TEOM FDMS),5.7,R ugm-3 (TEOM FDMS)
04/01/2015,05:00:00,261,P deg,0.8,P ms-1,-3.6,P degC,24.44833,R ugm-3,62.09792,R ugm-3,99.58483,R ugm-3,17.8,R ugm-3 (TEOM FDMS),,,23.1,R ugm-3 (TEOM FDMS),5.3,R ugm-3 (TEOM FDMS)
04/01/2015,06:00:00,253.9,P deg,1,P ms-1,-3.7,P degC,26.55439,R ugm-3,63.73598,R ugm-3,104.45214,R ugm-3,17.8,R ugm-3 (TEOM FDMS),,,23.6,R ugm-3 (TEOM FDMS),5.8,R ugm-3 (TEOM FDMS)
04/01/2015,07:00:00,221.7,P deg,1.6,P ms-1,-3.9,P degC,34.89914,R ugm-3,63.34774,R ugm-3,116.85901,R ugm-3,15.1,R ugm-3 (TEOM FDMS),,,20.8,R ugm-3 (TEOM FDMS),5.7,R ugm-3 (TEOM FDMS)
04/01/2015,08:00:00,191.4,P deg,2.4,P ms-1,-4.2,P degC,38.49854,R ugm-3,66.7037,R ugm-3,125.73397,R ugm-3,11.7,R ugm-3 (TEOM FDMS),,,15.7,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
04/01/2015,09:00:00,178.7,P deg,1.7,P ms-1,-4.1,P degC,27.9944,R ugm-3,58.80794,R ugm-3,101.73209,R ugm-3,11,R ugm-3 (TEOM FDMS),,,14.9,R ugm-3 (TEOM FDMS),3.9,R ugm-3 (TEOM FDMS)
04/01/2015,10:00:00,208.2,P deg,2,P ms-1,-2.5,P degC,39.72495,R ugm-3,61.72116,R ugm-3,122.63189,R ugm-3,9.3,R ugm-3 (TEOM FDMS),,,11.7,R ugm-3 (TEOM FDMS),2.4,R ugm-3 (TEOM FDMS)
04/01/2015,11:00:00,225.1,P deg,1.8,P ms-1,-0.8,P degC,38.07259,R ugm-3,54.42593,R ugm-3,112.80308,R ugm-3,7.6,R ugm-3 (TEOM FDMS),,,9.1,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
04/01/2015,12:00:00,208.2,P deg,2.1,P ms-1,1.1,P degC,18.28947,R ugm-3,38.04441,R ugm-3,66.08787,R ugm-3,7.3,R ugm-3 (TEOM FDMS),,,8.7,R ugm-3 (TEOM FDMS),1.4,R ugm-3 (TEOM FDMS)
04/01/2015,13:00:00,212.3,P deg,3,P ms-1,2.5,P degC,14.4771,R ugm-3,34.77594,R ugm-3,56.97385,R ugm-3,7,R ugm-3 (TEOM FDMS),,,7.7,R ugm-3 (TEOM FDMS),0.7,R ugm-3 (TEOM FDMS)
04/01/2015,14:00:00,219.1,P deg,3.3,P ms-1,3.1,P degC,13.35734,R ugm-3,33.10538,R ugm-3,53.58634,R ugm-3,5.1,R ugm-3 (TEOM FDMS),,,8.5,R ugm-3 (TEOM FDMS),3.4,R ugm-3 (TEOM FDMS)
04/01/2015,15:00:00,222.7,P deg,3,P ms-1,2.8,P degC,9.99773,R ugm-3,34.67793,R ugm-3,50.00757,R ugm-3,8,R ugm-3 (TEOM FDMS),,,9.6,R ugm-3 (TEOM FDMS),1.6,R ugm-3 (TEOM FDMS)
04/01/2015,16:00:00,219.6,P deg,3.1,P ms-1,1.7,P degC,9.19759,R ugm-3,31.65809,R ugm-3,45.76087,R ugm-3,8.7,R ugm-3 (TEOM FDMS),,,12.7,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
04/01/2015,17:00:00,230.5,P deg,4.8,P ms-1,2.2,P degC,9.57116,R ugm-3,46.54499,R ugm-3,61.22056,R ugm-3,9.1,R ugm-3 (TEOM FDMS),,,13.4,R ugm-3 (TEOM FDMS),4.3,R ugm-3 (TEOM FDMS)
04/01/2015,18:00:00,220.6,P deg,4.7,P ms-1,2,P degC,8.13177,R ugm-3,42.11947,R ugm-3,54.58801,R ugm-3,10.3,R ugm-3 (TEOM FDMS),,,13.9,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
04/01/2015,19:00:00,208.6,P deg,3.7,P ms-1,2.5,P degC,9.94472,R ugm-3,55.22965,R ugm-3,70.47802,R ugm-3,6.5,R ugm-3 (TEOM FDMS),,,10.1,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
04/01/2015,20:00:00,207.2,P deg,4.1,P ms-1,3.2,P degC,9.65098,R ugm-3,53.96167,R ugm-3,68.75963,R ugm-3,7.8,R ugm-3 (TEOM FDMS),,,11.8,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
04/01/2015,21:00:00,203.9,P deg,5,P ms-1,3.6,P degC,7.9453,R ugm-3,52.33078,R ugm-3,64.51341,R ugm-3,12.2,R ugm-3 (TEOM FDMS),,,14.8,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
04/01/2015,22:00:00,202.1,P deg,5.6,P ms-1,3.7,P degC,6.61194,R ugm-3,50.60523,R ugm-3,60.74339,R ugm-3,15.4,R ugm-3 (TEOM FDMS),,,18.9,R ugm-3 (TEOM FDMS),3.5,R ugm-3 (TEOM FDMS)
04/01/2015,23:00:00,205.7,P deg,5.3,P ms-1,3.9,P degC,6.13173,R ugm-3,51.53279,R ugm-3,60.93464,R ugm-3,17.9,R ugm-3 (TEOM FDMS),,,22,R ugm-3 (TEOM FDMS),4.1,R ugm-3 (TEOM FDMS)
04/01/2015,24:00:00,204.4,P deg,4.9,P ms-1,4.3,P degC,11.14463,R ugm-3,56.96859,R ugm-3,74.05678,R ugm-3,19.7,R ugm-3 (TEOM FDMS),,,25.9,R ugm-3 (TEOM FDMS),6.2,R ugm-3 (TEOM FDMS)
