End Date,End Time,PM10,Status/units,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units
03/01/2021,10:00:00,8.25,R ugm-3 (FIDAS),28.7,P deg,4.7,P ms-1,0.7,P degC,1.47444,R ugm-3,11.14409,R ugm-3,13.40487,R ugm-3,38.06798,R ugm-3,6.698,R ugm-3 (Ref.eq)
03/01/2021,11:00:00,7.55,R ugm-3 (FIDAS),30.4,P deg,4.7,P ms-1,1.2,P degC,3.80897,R ugm-3,15.4193,R ugm-3,21.25965,R ugm-3,35.17421,R ugm-3,6.25,R ugm-3 (Ref.eq)
03/01/2021,12:00:00,7.05,R ugm-3 (FIDAS),36,P deg,5.1,P ms-1,1.6,P degC,4.26974,R ugm-3,12.17294,R ugm-3,18.71978,R ugm-3,34.27615,R ugm-3,5.637,R ugm-3 (Ref.eq)
03/01/2021,13:00:00,6.6,R ugm-3 (FIDAS),35.5,P deg,5.2,P ms-1,1.4,P degC,2.48812,R ugm-3,11.80043,R ugm-3,15.61549,R ugm-3,34.22626,R ugm-3,5.212,R ugm-3 (Ref.eq)
03/01/2021,14:00:00,7,R ugm-3 (FIDAS),31.1,P deg,5.4,P ms-1,1.5,P degC,4.30045,R ugm-3,12.21991,R ugm-3,18.81385,R ugm-3,34.27615,R ugm-3,5.165,R ugm-3 (Ref.eq)
03/01/2021,15:00:00,6.025,R ugm-3 (FIDAS),28.2,P deg,5.4,P ms-1,1.2,P degC,3.31749,R ugm-3,14.38558,R ugm-3,19.47233,R ugm-3,32.48002,R ugm-3,4.599,R ugm-3 (Ref.eq)
03/01/2021,16:00:00,7,R ugm-3 (FIDAS),34.2,P deg,5,P ms-1,2.2,P degC,2.15023,R ugm-3,15.94019,R ugm-3,19.23716,R ugm-3,30.73378,R ugm-3,5.142,R ugm-3 (Ref.eq)
03/01/2021,17:00:00,8,R ugm-3 (FIDAS),44.7,P deg,4.7,P ms-1,2.9,P degC,2.15023,R ugm-3,17.53937,R ugm-3,20.83633,R ugm-3,29.08733,R ugm-3,6.038,R ugm-3 (Ref.eq)
03/01/2021,18:00:00,6.05,R ugm-3 (FIDAS),55.3,P deg,4.8,P ms-1,3.1,P degC,0.82937,R ugm-3,13.59125,R ugm-3,14.86294,R ugm-3,34.32604,R ugm-3,4.741,R ugm-3 (Ref.eq)
03/01/2021,19:00:00,4.075,R ugm-3 (FIDAS),57.9,P deg,4.8,P ms-1,2.9,P degC,0.82937,R ugm-3,11.47469,R ugm-3,12.74638,R ugm-3,35.9226,R ugm-3,3.443,R ugm-3 (Ref.eq)
03/01/2021,20:00:00,4.95,R ugm-3 (FIDAS),51.1,P deg,4.3,P ms-1,2.3,P degC,0.36861,R ugm-3,11.3816,R ugm-3,11.94679,R ugm-3,39.46497,R ugm-3,4.292,R ugm-3 (Ref.eq)
03/01/2021,21:00:00,6.125,R ugm-3 (FIDAS),49.4,P deg,4.5,P ms-1,1.8,P degC,0.7065,R ugm-3,10.06391,R ugm-3,11.1472,R ugm-3,38.16776,R ugm-3,4.882,R ugm-3 (Ref.eq)
03/01/2021,22:00:00,7.125,R ugm-3 (FIDAS),61.2,P deg,6.1,P ms-1,2.9,P degC,0.33789,R ugm-3,8.93586,R ugm-3,9.45396,R ugm-3,37.56905,R ugm-3,5.094,R ugm-3 (Ref.eq)
03/01/2021,23:00:00,5.125,R ugm-3 (FIDAS),55.9,P deg,5.1,P ms-1,2.7,P degC,0.15359,R ugm-3,6.53749,R ugm-3,6.77299,R ugm-3,39.66454,R ugm-3,3.585,R ugm-3 (Ref.eq)
03/01/2021,24:00:00,5.8,R ugm-3 (FIDAS),45.8,P deg,5.3,P ms-1,2.4,P degC,0.06144,R ugm-3,5.78513,R ugm-3,5.87933,R ugm-3,40.31314,R ugm-3,3.939,R ugm-3 (Ref.eq)
04/01/2021,01:00:00,6.575,R ugm-3 (FIDAS),35.6,P deg,5.1,P ms-1,1.6,P degC,0.04099,R ugm-3,6.27564,R ugm-3,6.33848,R ugm-3,41.0449,R ugm-3,4.458,R ugm-3 (Ref.eq)
04/01/2021,02:00:00,7.3,R ugm-3 (FIDAS),34.6,P deg,5.2,P ms-1,1,P degC,0.12296,R ugm-3,7.84439,R ugm-3,8.03293,R ugm-3,41.84318,R ugm-3,4.434,R ugm-3 (Ref.eq)
04/01/2021,03:00:00,6.725,R ugm-3 (FIDAS),27.8,P deg,5.2,P ms-1,0.4,P degC,0.12296,R ugm-3,6.87166,R ugm-3,7.06019,R ugm-3,42.25895,R ugm-3,3.962,R ugm-3 (Ref.eq)
04/01/2021,04:00:00,6.95,R ugm-3 (FIDAS),33.2,P deg,5.3,P ms-1,0.6,P degC,0.33814,R ugm-3,7.53014,R ugm-3,8.04862,R ugm-3,39.51486,R ugm-3,4.387,R ugm-3 (Ref.eq)
04/01/2021,05:00:00,6.425,R ugm-3 (FIDAS),34.2,P deg,5.3,P ms-1,0.7,P degC,0.21518,R ugm-3,6.87146,R ugm-3,7.20139,R ugm-3,41.01164,R ugm-3,3.585,R ugm-3 (Ref.eq)
04/01/2021,06:00:00,5.7,R ugm-3 (FIDAS),35.3,P deg,5.8,P ms-1,1.1,P degC,0.73776,R ugm-3,7.81169,R ugm-3,8.94291,R ugm-3,40.16346,R ugm-3,3.325,R ugm-3 (Ref.eq)
04/01/2021,07:00:00,5.975,R ugm-3 (FIDAS),35.7,P deg,6.2,P ms-1,1,P degC,2.36697,R ugm-3,9.69092,R ugm-3,13.32022,R ugm-3,36.87056,R ugm-3,3.585,R ugm-3 (Ref.eq)
04/01/2021,08:00:00,4.875,R ugm-3 (FIDAS),36.5,P deg,6.4,P ms-1,1.3,P degC,2.42845,R ugm-3,12.13832,R ugm-3,15.86189,R ugm-3,36.12217,R ugm-3,2.925,R ugm-3 (Ref.eq)
04/01/2021,09:00:00,5.575,R ugm-3 (FIDAS),36.9,P deg,6.3,P ms-1,1.5,P degC,1.81365,R ugm-3,14.44596,R ugm-3,17.22686,R ugm-3,36.27185,R ugm-3,3.184,R ugm-3 (Ref.eq)
04/01/2021,10:00:00,5.55,R ugm-3 (FIDAS),41,P deg,6.3,P ms-1,1.9,P degC,1.56774,R ugm-3,11.76362,R ugm-3,14.16745,R ugm-3,39.31529,R ugm-3,3.231,R ugm-3 (Ref.eq)
04/01/2021,11:00:00,7.95,R ugm-3 (FIDAS),45.6,P deg,6.6,P ms-1,2.4,P degC,1.537,R ugm-3,11.52835,R ugm-3,13.88504,R ugm-3,40.31314,R ugm-3,3.939,R ugm-3 (Ref.eq)
04/01/2021,12:00:00,7.3,R ugm-3 (FIDAS),52,P deg,6.7,P ms-1,3,P degC,1.93661,R ugm-3,11.76283,R ugm-3,14.73226,R ugm-3,41.85981,R ugm-3,3.915,R ugm-3 (Ref.eq)
04/01/2021,13:00:00,6.625,R ugm-3 (FIDAS),55.7,P deg,6.6,P ms-1,3.3,P degC,1.81365,R ugm-3,10.91587,R ugm-3,13.69677,R ugm-3,44.50411,R ugm-3,3.679,R ugm-3 (Ref.eq)
04/01/2021,14:00:00,7.075,R ugm-3 (FIDAS),55.6,P deg,6.4,P ms-1,3.2,P degC,1.75218,R ugm-3,10.35119,R ugm-3,13.03782,R ugm-3,46.74927,R ugm-3,3.821,R ugm-3 (Ref.eq)
04/01/2021,15:00:00,7.2,R ugm-3 (FIDAS),52.2,P deg,6,P ms-1,2.9,P degC,1.41404,R ugm-3,12.14049,R ugm-3,14.30865,R ugm-3,46.49981,R ugm-3,4.033,R ugm-3 (Ref.eq)
04/01/2021,16:00:00,7.575,R ugm-3 (FIDAS),46,P deg,5.7,P ms-1,2.4,P degC,1.81365,R ugm-3,13.12806,R ugm-3,15.90896,R ugm-3,45.60175,R ugm-3,4.033,R ugm-3 (Ref.eq)
04/01/2021,17:00:00,8.425,R ugm-3 (FIDAS),38.6,P deg,5.9,P ms-1,1.9,P degC,1.69069,R ugm-3,15.52879,R ugm-3,18.12115,R ugm-3,40.96174,R ugm-3,4.292,R ugm-3 (Ref.eq)
04/01/2021,18:00:00,8.125,R ugm-3 (FIDAS),37.9,P deg,6.2,P ms-1,1.9,P degC,1.0759,R ugm-3,16.09492,R ugm-3,17.74461,R ugm-3,41.46067,R ugm-3,4.08,R ugm-3 (Ref.eq)
04/01/2021,19:00:00,6.8,R ugm-3 (FIDAS),39,P deg,6.1,P ms-1,2,P degC,0.98368,R ugm-3,13.74173,R ugm-3,15.25001,R ugm-3,41.56045,R ugm-3,3.656,R ugm-3 (Ref.eq)
04/01/2021,20:00:00,6.15,R ugm-3 (FIDAS),39.2,P deg,6.1,P ms-1,1.8,P degC,0.67628,R ugm-3,11.71846,R ugm-3,12.75541,R ugm-3,43.65594,R ugm-3,3.42,R ugm-3 (Ref.eq)
04/01/2021,21:00:00,5.325,R ugm-3 (FIDAS),39.7,P deg,6.1,P ms-1,1.5,P degC,0.33814,R ugm-3,9.55406,R ugm-3,10.07254,R ugm-3,46.89895,R ugm-3,3.137,R ugm-3 (Ref.eq)
04/01/2021,22:00:00,4.8,R ugm-3 (FIDAS),39.3,P deg,5.8,P ms-1,1.3,P degC,0.4611,R ugm-3,7.38868,R ugm-3,8.09568,R ugm-3,49.39358,R ugm-3,2.807,R ugm-3 (Ref.eq)
04/01/2021,23:00:00,5.675,R ugm-3 (FIDAS),42.2,P deg,5.9,P ms-1,1.5,P degC,0.09222,R ugm-3,6.82465,R ugm-3,6.96605,R ugm-3,51.08992,R ugm-3,3.137,R ugm-3 (Ref.eq)
04/01/2021,24:00:00,6.5,R ugm-3 (FIDAS),43.9,P deg,5.6,P ms-1,1.3,P degC,0,R ugm-3,6.96605,R ugm-3,6.96605,R ugm-3,50.19186,R ugm-3,3.609,R ugm-3 (Ref.eq)
05/01/2021,01:00:00,6.45,R ugm-3 (FIDAS),37.3,P deg,5.8,P ms-1,1.2,P degC,0.04102,R ugm-3,5.77766,R ugm-3,5.84055,R ugm-3,52.48691,R ugm-3,3.325,R ugm-3 (Ref.eq)
05/01/2021,02:00:00,5.925,R ugm-3 (FIDAS),42.6,P deg,5.8,P ms-1,1.3,P degC,0.08203,R ugm-3,8.03843,R ugm-3,8.16421,R ugm-3,50.02555,R ugm-3,3.113,R ugm-3 (Ref.eq)
05/01/2021,03:00:00,4.2,R ugm-3 (FIDAS),37.7,P deg,5.3,P ms-1,0.9,P degC,0.03076,R ugm-3,4.75716,R ugm-3,4.80433,R ugm-3,51.73852,R ugm-3,2.123,R ugm-3 (Ref.eq)
05/01/2021,04:00:00,4.875,R ugm-3 (FIDAS),35.8,P deg,5.5,P ms-1,1.1,P degC,0.09229,R ugm-3,5.60485,R ugm-3,5.74635,R ugm-3,50.14196,R ugm-3,2.264,R ugm-3 (Ref.eq)
05/01/2021,05:00:00,6.4,R ugm-3 (FIDAS),34.8,P deg,5.4,P ms-1,1,P degC,0.27686,R ugm-3,7.30009,R ugm-3,7.7246,R ugm-3,46.89895,R ugm-3,3.656,R ugm-3 (Ref.eq)
05/01/2021,06:00:00,5.425,R ugm-3 (FIDAS),30.7,P deg,5.3,P ms-1,0.7,P degC,0.67677,R ugm-3,6.5456,R ugm-3,7.5833,R ugm-3,49.54325,R ugm-3,3.467,R ugm-3 (Ref.eq)
05/01/2021,07:00:00,5.95,R ugm-3 (FIDAS),25.1,P deg,5.9,P ms-1,0.5,P degC,0.98439,R ugm-3,10.03042,R ugm-3,11.5398,R ugm-3,45.40218,R ugm-3,4.222,R ugm-3 (Ref.eq)
05/01/2021,08:00:00,6.225,R ugm-3 (FIDAS),26.1,P deg,5.5,P ms-1,0.1,P degC,3.78376,R ugm-3,15.11127,R ugm-3,20.91295,R ugm-3,38.66669,R ugm-3,4.387,R ugm-3 (Ref.eq)
05/01/2021,09:00:00,7.925,R ugm-3 (FIDAS),28.9,P deg,6.5,P ms-1,0.2,P degC,5.50645,R ugm-3,23.30313,R ugm-3,31.74623,R ugm-3,33.02884,R ugm-3,5.33,R ugm-3 (Ref.eq)
05/01/2021,10:00:00,11.075,R ugm-3 (FIDAS),25.1,P deg,6,P ms-1,0.6,P degC,5.66026,R ugm-3,21.51295,R ugm-3,30.19189,R ugm-3,33.87701,R ugm-3,5.849,R ugm-3 (Ref.eq)
05/01/2021,11:00:00,8.3,R ugm-3 (FIDAS),22.5,P deg,5.6,P ms-1,0.7,P degC,5.59873,R ugm-3,19.48773,R ugm-3,28.07234,R ugm-3,36.87056,R ugm-3,4.788,R ugm-3 (Ref.eq)
05/01/2021,12:00:00,7.675,R ugm-3 (FIDAS),25,P deg,6,P ms-1,1.2,P degC,4.39901,R ugm-3,15.15703,R ugm-3,21.90208,R ugm-3,41.31099,R ugm-3,3.75,R ugm-3 (Ref.eq)
05/01/2021,13:00:00,9.475,R ugm-3 (FIDAS),26.6,P deg,6.1,P ms-1,1.6,P degC,3.47614,R ugm-3,12.99238,R ugm-3,18.32238,R ugm-3,42.30884,R ugm-3,3.868,R ugm-3 (Ref.eq)
05/01/2021,14:00:00,10.3,R ugm-3 (FIDAS),27.5,P deg,5.8,P ms-1,1.6,P degC,2.64556,R ugm-3,13.13549,R ugm-3,17.19195,R ugm-3,42.10927,R ugm-3,3.679,R ugm-3 (Ref.eq)
