End Date,End Time,PM10,Status/units,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units
01/01/2020,24:00:00,32.375,R ugm-3 (FIDAS),216.5,P deg,6,P ms-1,5.5,P degC,0.87687,R ugm-3,14.91192,R ugm-3,16.25643,R ugm-3,25.2955,R ugm-3,29.198,R ugm-3 (Ref.eq)
02/01/2020,01:00:00,25.525,R ugm-3 (FIDAS),203.3,P deg,5.5,P ms-1,4.8,P degC,0.79343,R ugm-3,13.19191,R ugm-3,14.40848,R ugm-3,28.87113,R ugm-3,23.396,R ugm-3 (Ref.eq)
02/01/2020,02:00:00,17.625,R ugm-3 (FIDAS),200.9,P deg,6,P ms-1,5.2,P degC,,,,,,,36.58783,R ugm-3,16.109,R ugm-3 (Ref.eq)
02/01/2020,03:00:00,14.45,R ugm-3 (FIDAS),204.5,P deg,5.9,P ms-1,5.5,P degC,0.72035,R ugm-3,11.24561,R ugm-3,12.35013,R ugm-3,37.9183,R ugm-3,13.113,R ugm-3 (Ref.eq)
02/01/2020,04:00:00,13.425,R ugm-3 (FIDAS),203.4,P deg,6.6,P ms-1,5.1,P degC,0.50111,R ugm-3,8.25302,R ugm-3,9.02138,R ugm-3,40.76217,R ugm-3,12.17,R ugm-3 (Ref.eq)
02/01/2020,05:00:00,11.6,R ugm-3 (FIDAS),209.4,P deg,6.9,P ms-1,5,P degC,0.72035,R ugm-3,9.07468,R ugm-3,10.17921,R ugm-3,40.51271,R ugm-3,10.495,R ugm-3 (Ref.eq)
02/01/2020,06:00:00,9.45,R ugm-3 (FIDAS),211.7,P deg,6.8,P ms-1,5.6,P degC,2.75613,R ugm-3,10.00559,R ugm-3,14.23159,R ugm-3,40.16346,R ugm-3,8.585,R ugm-3 (Ref.eq)
02/01/2020,07:00:00,8.65,R ugm-3 (FIDAS),212.3,P deg,6.8,P ms-1,5.8,P degC,3.85231,R ugm-3,13.53501,R ugm-3,19.4418,R ugm-3,36.17206,R ugm-3,7.476,R ugm-3 (Ref.eq)
02/01/2020,08:00:00,6.175,R ugm-3 (FIDAS),207.6,P deg,7.2,P ms-1,5.9,P degC,7.79858,R ugm-3,14.23812,R ugm-3,26.19578,R ugm-3,43.30669,R ugm-3,4.387,R ugm-3 (Ref.eq)
02/01/2020,09:00:00,7.675,R ugm-3 (FIDAS),213,P deg,7.9,P ms-1,6.7,P degC,6.26392,R ugm-3,20.64362,R ugm-3,30.24816,R ugm-3,40.71228,R ugm-3,4.717,R ugm-3 (Ref.eq)
02/01/2020,10:00:00,8.725,R ugm-3 (FIDAS),210.8,P deg,8.8,P ms-1,6.7,P degC,5.01114,R ugm-3,17.06486,R ugm-3,24.7485,R ugm-3,43.10712,R ugm-3,5.896,R ugm-3 (Ref.eq)
02/01/2020,11:00:00,7.175,R ugm-3 (FIDAS),213,P deg,8.8,P ms-1,7.1,P degC,3.53912,R ugm-3,11.69959,R ugm-3,17.12615,R ugm-3,53.68433,R ugm-3,4.316,R ugm-3 (Ref.eq)
02/01/2020,12:00:00,9.625,R ugm-3 (FIDAS),215.8,P deg,8.9,P ms-1,7.3,P degC,4.35342,R ugm-3,12.04301,R ugm-3,18.71816,R ugm-3,54.48261,R ugm-3,4.906,R ugm-3 (Ref.eq)
02/01/2020,13:00:00,9.25,R ugm-3 (FIDAS),218.6,P deg,9.1,P ms-1,7.5,P degC,5.41829,R ugm-3,14.65559,R ugm-3,22.96352,R ugm-3,55.77982,R ugm-3,4.599,R ugm-3 (Ref.eq)
02/01/2020,14:00:00,8.525,R ugm-3 (FIDAS),218,P deg,9.3,P ms-1,7.7,P degC,3.57043,R ugm-3,13.29181,R ugm-3,18.7664,R ugm-3,61.76692,R ugm-3,4.741,R ugm-3 (Ref.eq)
02/01/2020,15:00:00,9.75,R ugm-3 (FIDAS),225.6,P deg,9.6,P ms-1,7.8,P degC,6.16996,R ugm-3,14.56438,R ugm-3,24.02486,R ugm-3,58.37423,R ugm-3,5.259,R ugm-3 (Ref.eq)
02/01/2020,16:00:00,11.5,R ugm-3 (FIDAS),228,P deg,8.7,P ms-1,7.8,P degC,4.72926,R ugm-3,15.56736,R ugm-3,22.81879,R ugm-3,58.47401,R ugm-3,6.816,R ugm-3 (Ref.eq)
02/01/2020,17:00:00,10.225,R ugm-3 (FIDAS),229.2,P deg,8.3,P ms-1,7.9,P degC,3.94627,R ugm-3,15.32065,R ugm-3,21.37151,R ugm-3,58.42412,R ugm-3,6.109,R ugm-3 (Ref.eq)
02/01/2020,18:00:00,9.4,R ugm-3 (FIDAS),227.6,P deg,8.4,P ms-1,8.1,P degC,3.57043,R ugm-3,14.83558,R ugm-3,20.31017,R ugm-3,58.82326,R ugm-3,6.109,R ugm-3 (Ref.eq)
02/01/2020,19:00:00,8.65,R ugm-3 (FIDAS),228.4,P deg,8.4,P ms-1,8.5,P degC,3.82099,R ugm-3,14.40316,R ugm-3,20.26193,R ugm-3,58.22455,R ugm-3,5.401,R ugm-3 (Ref.eq)
02/01/2020,20:00:00,9.075,R ugm-3 (FIDAS),231.4,P deg,8.2,P ms-1,8.7,P degC,1.7539,R ugm-3,11.54232,R ugm-3,14.23159,R ugm-3,59.67143,R ugm-3,6.061,R ugm-3 (Ref.eq)
02/01/2020,21:00:00,9.05,R ugm-3 (FIDAS),232,P deg,8.2,P ms-1,9.2,P degC,1.34674,R ugm-3,10.28515,R ugm-3,12.35013,R ugm-3,61.71702,R ugm-3,5.165,R ugm-3 (Ref.eq)
02/01/2020,22:00:00,6.275,R ugm-3 (FIDAS),227.4,P deg,6.8,P ms-1,9.4,P degC,2.12973,R ugm-3,7.73379,R ugm-3,10.99933,R ugm-3,62.41552,R ugm-3,3.774,R ugm-3 (Ref.eq)
02/01/2020,23:00:00,4.8,R ugm-3 (FIDAS),222.3,P deg,7.6,P ms-1,9.1,P degC,0.75167,R ugm-3,7.19344,R ugm-3,8.34598,R ugm-3,62.66498,R ugm-3,3.349,R ugm-3 (Ref.eq)
02/01/2020,24:00:00,4.5,R ugm-3 (FIDAS),238.1,P deg,8.4,P ms-1,9.1,P degC,0.56375,R ugm-3,6.61321,R ugm-3,7.47762,R ugm-3,63.01423,R ugm-3,2.854,R ugm-3 (Ref.eq)
03/01/2020,01:00:00,3.375,R ugm-3 (FIDAS),222,P deg,5.9,P ms-1,9.6,P degC,0.75174,R ugm-3,6.18085,R ugm-3,7.3335,R ugm-3,61.93322,R ugm-3,2.406,R ugm-3 (Ref.eq)
03/01/2020,02:00:00,3.425,R ugm-3 (FIDAS),230.2,P deg,6.8,P ms-1,9.8,P degC,,,,,,,55.41394,R ugm-3,2.241,R ugm-3 (Ref.eq)
03/01/2020,03:00:00,3.275,R ugm-3 (FIDAS),238.7,P deg,6,P ms-1,9.8,P degC,0.56381,R ugm-3,7.28921,R ugm-3,8.15369,R ugm-3,54.23315,R ugm-3,2.052,R ugm-3 (Ref.eq)
03/01/2020,04:00:00,4.025,R ugm-3 (FIDAS),252.9,P deg,5.7,P ms-1,9.6,P degC,0.81439,R ugm-3,7.14622,R ugm-3,8.39493,R ugm-3,58.47401,R ugm-3,2.264,R ugm-3 (Ref.eq)
03/01/2020,05:00:00,4.425,R ugm-3 (FIDAS),256,P deg,5.2,P ms-1,9.3,P degC,0.75174,R ugm-3,6.03611,R ugm-3,7.18876,R ugm-3,57.8753,R ugm-3,2.925,R ugm-3 (Ref.eq)
03/01/2020,06:00:00,5.075,R ugm-3 (FIDAS),269.9,P deg,5.2,P ms-1,9.2,P degC,1.84803,R ugm-3,7.97366,R ugm-3,10.80726,R ugm-3,54.78197,R ugm-3,3.325,R ugm-3 (Ref.eq)
03/01/2020,07:00:00,8.125,R ugm-3 (FIDAS),331.3,P deg,5.9,P ms-1,8.7,P degC,1.47216,R ugm-3,14.00187,R ugm-3,16.25914,R ugm-3,64.46111,R ugm-3,4.811,R ugm-3 (Ref.eq)
03/01/2020,08:00:00,11.975,R ugm-3 (FIDAS),333.1,P deg,7.1,P ms-1,6.6,P degC,4.44779,R ugm-3,19.37811,R ugm-3,26.19796,R ugm-3,61.2181,R ugm-3,6.509,R ugm-3 (Ref.eq)
03/01/2020,09:00:00,13.5,R ugm-3 (FIDAS),339.1,P deg,7.8,P ms-1,5.2,P degC,4.51044,R ugm-3,19.57154,R ugm-3,26.48744,R ugm-3,60.12046,R ugm-3,7.123,R ugm-3 (Ref.eq)
03/01/2020,10:00:00,12.625,R ugm-3 (FIDAS),341.5,P deg,7.6,P ms-1,4.8,P degC,3.38283,R ugm-3,14.8837,R ugm-3,20.07063,R ugm-3,65.30928,R ugm-3,6.863,R ugm-3 (Ref.eq)
03/01/2020,11:00:00,14.425,R ugm-3 (FIDAS),346.8,P deg,7,P ms-1,5.3,P degC,7.51739,R ugm-3,20.17158,R ugm-3,31.69809,R ugm-3,56.92734,R ugm-3,7.665,R ugm-3 (Ref.eq)
03/01/2020,12:00:00,15.4,R ugm-3 (FIDAS),352.2,P deg,7.2,P ms-1,5.8,P degC,3.88399,R ugm-3,21.69,R ugm-3,27.64536,R ugm-3,60.12046,R ugm-3,7.948,R ugm-3 (Ref.eq)
03/01/2020,13:00:00,14.1,R ugm-3 (FIDAS),345.2,P deg,6.2,P ms-1,5.8,P degC,5.48143,R ugm-3,14.51244,R ugm-3,22.91718,R ugm-3,65.60864,R ugm-3,7.193,R ugm-3 (Ref.eq)
03/01/2020,14:00:00,13.025,R ugm-3 (FIDAS),329,P deg,5,P ms-1,6.2,P degC,2.81902,R ugm-3,13.23936,R ugm-3,17.5618,R ugm-3,70.14886,R ugm-3,6.769,R ugm-3 (Ref.eq)
03/01/2020,15:00:00,13.85,R ugm-3 (FIDAS),298.3,P deg,3.1,P ms-1,5.8,P degC,4.57308,R ugm-3,16.19471,R ugm-3,23.20667,R ugm-3,63.61294,R ugm-3,6.439,R ugm-3 (Ref.eq)
03/01/2020,16:00:00,15.5,R ugm-3 (FIDAS),279.5,P deg,3.7,P ms-1,4.8,P degC,6.64036,R ugm-3,28.94633,R ugm-3,39.12808,R ugm-3,54.13336,R ugm-3,6.863,R ugm-3 (Ref.eq)
03/01/2020,17:00:00,21.2,R ugm-3 (FIDAS),262.3,P deg,3,P ms-1,3.9,P degC,12.4037,R ugm-3,51.08373,R ugm-3,70.10246,R ugm-3,35.32389,R ugm-3,10.212,R ugm-3 (Ref.eq)
03/01/2020,18:00:00,22.275,R ugm-3 (FIDAS),227.4,P deg,3,P ms-1,3.2,P degC,43.00574,R ugm-3,80.34279,R ugm-3,146.28401,R ugm-3,6.23656,R ugm-3,10.873,R ugm-3 (Ref.eq)
03/01/2020,19:00:00,22.675,R ugm-3 (FIDAS),209.2,P deg,3.4,P ms-1,2.9,P degC,42.44194,R ugm-3,70.593,R ugm-3,135.66973,R ugm-3,4.49033,R ugm-3,12.217,R ugm-3 (Ref.eq)
03/01/2020,20:00:00,43.825,R ugm-3 (FIDAS),199.5,P deg,3.6,P ms-1,2.7,P degC,24.55681,R ugm-3,61.78321,R ugm-3,99.43646,R ugm-3,7.78323,R ugm-3,34.127,R ugm-3 (Ref.eq)
03/01/2020,21:00:00,40.9,R ugm-3 (FIDAS),217.5,P deg,3.2,P ms-1,2.4,P degC,10.24245,R ugm-3,41.80521,R ugm-3,57.51007,R ugm-3,24.74668,R ugm-3,31.934,R ugm-3 (Ref.eq)
03/01/2020,22:00:00,14.4,R ugm-3 (FIDAS),288.5,P deg,4.4,P ms-1,2.8,P degC,6.64036,R ugm-3,36.7623,R ugm-3,46.94404,R ugm-3,24.74668,R ugm-3,8.585,R ugm-3 (Ref.eq)
03/01/2020,23:00:00,20.675,R ugm-3 (FIDAS),304,P deg,8.5,P ms-1,4.5,P degC,3.7587,R ugm-3,35.05346,R ugm-3,40.81671,R ugm-3,26.89206,R ugm-3,13.656,R ugm-3 (Ref.eq)
03/01/2020,24:00:00,10.85,R ugm-3 (FIDAS),298.2,P deg,8,P ms-1,4.6,P degC,1.44083,R ugm-3,13.42268,R ugm-3,15.63193,R ugm-3,58.32433,R ugm-3,6.274,R ugm-3 (Ref.eq)
04/01/2020,01:00:00,6.475,R ugm-3 (FIDAS),267.9,P deg,4,P ms-1,3.1,P degC,0.20884,R ugm-3,7.52858,R ugm-3,7.84879,R ugm-3,69.31731,R ugm-3,3.066,R ugm-3 (Ref.eq)
04/01/2020,02:00:00,6.5,R ugm-3 (FIDAS),263.5,P deg,3.8,P ms-1,2.8,P degC,,,,,,,64.12849,R ugm-3,3.443,R ugm-3 (Ref.eq)
04/01/2020,03:00:00,6.1,R ugm-3 (FIDAS),273.1,P deg,4.4,P ms-1,2.7,P degC,0.87711,R ugm-3,6.76124,R ugm-3,8.10612,R ugm-3,63.8624,R ugm-3,3.514,R ugm-3 (Ref.eq)
04/01/2020,04:00:00,6.25,R ugm-3 (FIDAS),278.2,P deg,4.5,P ms-1,2.8,P degC,0.56386,R ugm-3,5.55278,R ugm-3,6.41735,R ugm-3,61.41767,R ugm-3,3.514,R ugm-3 (Ref.eq)
04/01/2020,05:00:00,5.95,R ugm-3 (FIDAS),282.8,P deg,4.8,P ms-1,2.8,P degC,0.81446,R ugm-3,9.12509,R ugm-3,10.37391,R ugm-3,56.47831,R ugm-3,3.231,R ugm-3 (Ref.eq)
04/01/2020,06:00:00,5.625,R ugm-3 (FIDAS),284.9,P deg,4.9,P ms-1,2.8,P degC,2.4747,R ugm-3,15.4093,R ugm-3,19.20379,R ugm-3,49.8925,R ugm-3,2.972,R ugm-3 (Ref.eq)
04/01/2020,07:00:00,6.175,R ugm-3 (FIDAS),287.3,P deg,5.3,P ms-1,3,P degC,2.56868,R ugm-3,21.20005,R ugm-3,25.13863,R ugm-3,42.50841,R ugm-3,3.302,R ugm-3 (Ref.eq)
04/01/2020,08:00:00,6.3,R ugm-3 (FIDAS),289.7,P deg,5.2,P ms-1,3.1,P degC,4.5735,R ugm-3,22.32384,R ugm-3,29.33644,R ugm-3,36.6211,R ugm-3,3.231,R ugm-3 (Ref.eq)
04/01/2020,09:00:00,6.275,R ugm-3 (FIDAS),286.1,P deg,3.7,P ms-1,2.9,P degC,9.49157,R ugm-3,27.61759,R ugm-3,42.17113,R ugm-3,35.274,R ugm-3,2.877,R ugm-3 (Ref.eq)
04/01/2020,10:00:00,5.15,R ugm-3 (FIDAS),241,P deg,2.5,P ms-1,2.2,P degC,6.45302,R ugm-3,16.69166,R ugm-3,26.58615,R ugm-3,54.18326,R ugm-3,2.217,R ugm-3 (Ref.eq)
04/01/2020,11:00:00,5.5,R ugm-3 (FIDAS),199.4,P deg,3.1,P ms-1,2.6,P degC,9.20965,R ugm-3,17.04871,R ugm-3,31.16997,R ugm-3,57.62584,R ugm-3,2.028,R ugm-3 (Ref.eq)
04/01/2020,12:00:00,4.475,R ugm-3 (FIDAS),199.7,P deg,3.4,P ms-1,3.3,P degC,8.05061,R ugm-3,14.67631,R ugm-3,27.0204,R ugm-3,58.32433,R ugm-3,1.958,R ugm-3 (Ref.eq)
04/01/2020,13:00:00,3.775,R ugm-3 (FIDAS),231.4,P deg,3.3,P ms-1,4.7,P degC,5.45061,R ugm-3,11.13581,R ugm-3,19.49329,R ugm-3,65.10971,R ugm-3,1.651,R ugm-3 (Ref.eq)
04/01/2020,14:00:00,2.825,R ugm-3 (FIDAS),252.7,P deg,3.3,P ms-1,5.3,P degC,5.48193,R ugm-3,12.4388,R ugm-3,20.84431,R ugm-3,65.65853,R ugm-3,1.462,R ugm-3 (Ref.eq)
04/01/2020,15:00:00,2.975,R ugm-3 (FIDAS),247.2,P deg,3.8,P ms-1,4.9,P degC,4.85543,R ugm-3,11.4694,R ugm-3,18.91429,R ugm-3,66.25724,R ugm-3,1.274,R ugm-3 (Ref.eq)
04/01/2020,16:00:00,2.975,R ugm-3 (FIDAS),243.8,P deg,4.2,P ms-1,4.9,P degC,3.91567,R ugm-3,13.97186,R ugm-3,19.9758,R ugm-3,65.75832,R ugm-3,1.533,R ugm-3 (Ref.eq)
04/01/2020,17:00:00,6.65,R ugm-3 (FIDAS),249.3,P deg,4.7,P ms-1,4.6,P degC,6.54699,R ugm-3,18.38109,R ugm-3,28.41968,R ugm-3,56.82756,R ugm-3,4.269,R ugm-3 (Ref.eq)
04/01/2020,18:00:00,5.425,R ugm-3 (FIDAS),260,P deg,5.3,P ms-1,4.7,P degC,5.88916,R ugm-3,26.53086,R ugm-3,35.56078,R ugm-3,53.78412,R ugm-3,3.373,R ugm-3 (Ref.eq)
04/01/2020,19:00:00,6.35,R ugm-3 (FIDAS),271.2,P deg,5.2,P ms-1,4.7,P degC,8.39519,R ugm-3,28.14067,R ugm-3,41.01312,R ugm-3,48.29594,R ugm-3,3.939,R ugm-3 (Ref.eq)
04/01/2020,20:00:00,9.625,R ugm-3 (FIDAS),266.9,P deg,4.3,P ms-1,4.6,P degC,3.53976,R ugm-3,27.18993,R ugm-3,32.61749,R ugm-3,43.70583,R ugm-3,6.887,R ugm-3 (Ref.eq)
04/01/2020,21:00:00,6.55,R ugm-3 (FIDAS),251.5,P deg,3.8,P ms-1,5.4,P degC,3.60241,R ugm-3,20.38702,R ugm-3,25.91064,R ugm-3,52.48691,R ugm-3,4.316,R ugm-3 (Ref.eq)
04/01/2020,22:00:00,7.875,R ugm-3 (FIDAS),247.6,P deg,3.3,P ms-1,5.5,P degC,6.95422,R ugm-3,25.23555,R ugm-3,35.89854,R ugm-3,42.95744,R ugm-3,5.731,R ugm-3 (Ref.eq)
04/01/2020,23:00:00,7.325,R ugm-3 (FIDAS),243.3,P deg,3.4,P ms-1,5.7,P degC,3.03856,R ugm-3,23.90537,R ugm-3,28.56443,R ugm-3,42.40863,R ugm-3,5.425,R ugm-3 (Ref.eq)
04/01/2020,24:00:00,6.675,R ugm-3 (FIDAS),233.8,P deg,3.7,P ms-1,5.8,P degC,1.19036,R ugm-3,13.56678,R ugm-3,15.39198,R ugm-3,51.43917,R ugm-3,4.646,R ugm-3 (Ref.eq)
05/01/2020,01:00:00,5.275,R ugm-3 (FIDAS),,,,,,,1.08604,R ugm-3,10.23759,R ugm-3,11.90284,R ugm-3,53.81738,R ugm-3,3.75,R ugm-3 (Ref.eq)
05/01/2020,02:00:00,5.625,R ugm-3 (FIDAS),,,,,,,,,,,,,45.70153,R ugm-3,4.151,R ugm-3 (Ref.eq)
05/01/2020,03:00:00,5.75,R ugm-3 (FIDAS),,,,,,,0.75188,R ugm-3,8.40158,R ugm-3,9.55444,R ugm-3,54.48261,R ugm-3,4.67,R ugm-3 (Ref.eq)
05/01/2020,04:00:00,6.475,R ugm-3 (FIDAS),,,,,,,1.0025,R ugm-3,7.67951,R ugm-3,9.21666,R ugm-3,56.92734,R ugm-3,5.212,R ugm-3 (Ref.eq)
05/01/2020,05:00:00,6.05,R ugm-3 (FIDAS),,,,,,,0.50125,R ugm-3,6.18011,R ugm-3,6.94868,R ugm-3,56.12906,R ugm-3,4.906,R ugm-3 (Ref.eq)
05/01/2020,06:00:00,3.85,R ugm-3 (FIDAS),,,,,,,0.78321,R ugm-3,5.74779,R ugm-3,6.94868,R ugm-3,64.5609,R ugm-3,2.594,R ugm-3 (Ref.eq)
05/01/2020,07:00:00,3.55,R ugm-3 (FIDAS),,,,,,,0.62656,R ugm-3,6.27749,R ugm-3,7.23821,R ugm-3,65.55875,R ugm-3,2.17,R ugm-3 (Ref.eq)
05/01/2020,08:00:00,3.825,R ugm-3 (FIDAS),,,,,,,2.97618,R ugm-3,9.52698,R ugm-3,14.09039,R ugm-3,61.41767,R ugm-3,2.453,R ugm-3 (Ref.eq)
05/01/2020,09:00:00,4.4,R ugm-3 (FIDAS),,,,,,,3.63407,R ugm-3,10.7862,R ugm-3,16.35836,R ugm-3,62.06627,R ugm-3,2.594,R ugm-3 (Ref.eq)
05/01/2020,10:00:00,5.05,R ugm-3 (FIDAS),,,,,,,4.85587,R ugm-3,12.77317,R ugm-3,20.21874,R ugm-3,59.67143,R ugm-3,3.16,R ugm-3 (Ref.eq)
05/01/2020,11:00:00,5.075,R ugm-3 (FIDAS),,,,,,,7.64408,R ugm-3,15.20539,R ugm-3,26.92615,R ugm-3,54.98154,R ugm-3,3.16,R ugm-3 (Ref.eq)
05/01/2020,12:00:00,4.725,R ugm-3 (FIDAS),,,,,,,6.04634,R ugm-3,13.69833,R ugm-3,22.96926,R ugm-3,56.22885,R ugm-3,2.807,R ugm-3 (Ref.eq)
05/01/2020,13:00:00,5.6,R ugm-3 (FIDAS),,,,,,,8.39595,R ugm-3,16.36876,R ugm-3,29.24238,R ugm-3,57.07702,R ugm-3,3.208,R ugm-3 (Ref.eq)
05/01/2020,14:00:00,6.4,R ugm-3 (FIDAS),,,,,,,6.39095,R ugm-3,15.63093,R ugm-3,25.43025,R ugm-3,57.17681,R ugm-3,3.632,R ugm-3 (Ref.eq)
05/01/2020,15:00:00,7.525,R ugm-3 (FIDAS),,,,,,,6.39095,R ugm-3,15.53442,R ugm-3,25.33374,R ugm-3,58.5738,R ugm-3,4.127,R ugm-3 (Ref.eq)
05/01/2020,16:00:00,5.975,R ugm-3 (FIDAS),,,,,,,5.82704,R ugm-3,17.41242,R ugm-3,26.34709,R ugm-3,57.42627,R ugm-3,3.726,R ugm-3 (Ref.eq)
05/01/2020,17:00:00,7.55,R ugm-3 (FIDAS),,,,,,,3.35212,R ugm-3,17.78116,R ugm-3,22.921,R ugm-3,57.27659,R ugm-3,4.505,R ugm-3 (Ref.eq)
05/01/2020,18:00:00,8.425,R ugm-3 (FIDAS),,,,,,,3.57141,R ugm-3,17.7827,R ugm-3,23.25879,R ugm-3,56.72777,R ugm-3,4.882,R ugm-3 (Ref.eq)
05/01/2020,19:00:00,8.925,R ugm-3 (FIDAS),,,,,,,4.19798,R ugm-3,17.73882,R ugm-3,24.17563,R ugm-3,55.48046,R ugm-3,5.354,R ugm-3 (Ref.eq)
