End Date,End Time,PM10,Status/units,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,O3,Status/units,PM25,Status/units
02/01/2024,01:00:00,1.175,R ugm-3 (FIDAS),248.9,P deg,7.7,P ms-1,10.6,P degC,0.50171,R ugm-3,1.47215,R ugm-3,2.24142,R ugm-3,75.30441,R ugm-3,0.542,R ugm-3 (Ref.eq)
02/01/2024,02:00:00,2.1,R ugm-3 (FIDAS),256.2,P deg,8.3,P ms-1,10.3,P degC,0.54732,R ugm-3,1.89252,R ugm-3,2.73173,R ugm-3,71.57911,R ugm-3,0.92,R ugm-3 (Ref.eq)
02/01/2024,03:00:00,3.95,R ugm-3 (FIDAS),257.4,P deg,7.5,P ms-1,9.7,P degC,0.58153,R ugm-3,0.99954,R ugm-3,1.8912,R ugm-3,72.39402,R ugm-3,1.958,R ugm-3 (Ref.eq)
02/01/2024,04:00:00,7.275,R ugm-3 (FIDAS),237.9,P deg,4.2,P ms-1,8.8,P degC,0.64994,R ugm-3,1.31491,R ugm-3,2.31147,R ugm-3,72.89294,R ugm-3,3.915,R ugm-3 (Ref.eq)
02/01/2024,05:00:00,8.55,R ugm-3 (FIDAS),210.1,P deg,4.5,P ms-1,8.1,P degC,0.82098,R ugm-3,2.94385,R ugm-3,4.20267,R ugm-3,66.75617,R ugm-3,4.599,R ugm-3 (Ref.eq)
02/01/2024,06:00:00,11.15,R ugm-3 (FIDAS),214,P deg,5.6,P ms-1,8.6,P degC,1.50512,R ugm-3,4.94178,R ugm-3,7.2496,R ugm-3,64.511,R ugm-3,6.085,R ugm-3 (Ref.eq)
02/01/2024,07:00:00,15.875,R ugm-3 (FIDAS),223.8,P deg,5.5,P ms-1,9.4,P degC,2.63397,R ugm-3,11.51117,R ugm-3,15.54987,R ugm-3,56.97724,R ugm-3,8.844,R ugm-3 (Ref.eq)
02/01/2024,08:00:00,17.625,R ugm-3 (FIDAS),195.3,P deg,3.5,P ms-1,9.1,P degC,7.25197,R ugm-3,15.77754,R ugm-3,26.89707,R ugm-3,60.32003,R ugm-3,9.906,R ugm-3 (Ref.eq)
02/01/2024,09:00:00,13.975,R ugm-3 (FIDAS),162.6,P deg,3.5,P ms-1,9.1,P degC,5.43897,R ugm-3,23.39049,R ugm-3,31.73014,R ugm-3,48.94454,R ugm-3,7.995,R ugm-3 (Ref.eq)
02/01/2024,10:00:00,7.925,R ugm-3 (FIDAS),160.3,P deg,5.3,P ms-1,9.5,P degC,1.98403,R ugm-3,20.6504,R ugm-3,23.69254,R ugm-3,50.44132,R ugm-3,5.613,R ugm-3 (Ref.eq)
02/01/2024,11:00:00,4.825,R ugm-3 (FIDAS),157.7,P deg,6.3,P ms-1,9.9,P degC,0.78677,R ugm-3,13.29284,R ugm-3,14.4992,R ugm-3,56.67788,R ugm-3,3.514,R ugm-3 (Ref.eq)
02/01/2024,12:00:00,2.9,R ugm-3 (FIDAS),207.3,P deg,6.2,P ms-1,10.7,P degC,0.85519,R ugm-3,11.4018,R ugm-3,12.71307,R ugm-3,58.17466,R ugm-3,1.981,R ugm-3 (Ref.eq)
02/01/2024,13:00:00,1.6,R ugm-3 (FIDAS),230.5,P deg,8.9,P ms-1,11.2,P degC,0.54732,R ugm-3,15.44613,R ugm-3,16.28534,R ugm-3,56.17896,R ugm-3,1.132,R ugm-3 (Ref.eq)
02/01/2024,14:00:00,2.3,R ugm-3 (FIDAS),234.9,P deg,12.7,P ms-1,10.8,P degC,4.41275,R ugm-3,31.00535,R ugm-3,37.77147,R ugm-3,35.72303,R ugm-3,1.533,R ugm-3 (Ref.eq)
02/01/2024,15:00:00,2,R ugm-3 (FIDAS),262.4,P deg,15.4,P ms-1,8.9,P degC,5.5758,R ugm-3,15.14309,R ugm-3,23.69254,R ugm-3,62.31573,R ugm-3,0.943,R ugm-3 (Ref.eq)
02/01/2024,16:00:00,1.95,R ugm-3 (FIDAS),268,P deg,11.6,P ms-1,7.6,P degC,2.22348,R ugm-3,8.20058,R ugm-3,11.60987,R ugm-3,60.02068,R ugm-3,1.061,R ugm-3 (Ref.eq)
02/01/2024,17:00:00,1.675,R ugm-3 (FIDAS),273.6,P deg,9.2,P ms-1,8,P degC,2.59976,R ugm-3,15.29349,R ugm-3,19.27974,R ugm-3,72.69337,R ugm-3,1.014,R ugm-3 (Ref.eq)
02/01/2024,18:00:00,1.875,R ugm-3 (FIDAS),265.9,P deg,8.5,P ms-1,7.6,P degC,1.74458,R ugm-3,11.87676,R ugm-3,14.55173,R ugm-3,73.1923,R ugm-3,1.274,R ugm-3 (Ref.eq)
02/01/2024,19:00:00,1.9,R ugm-3 (FIDAS),266.3,P deg,7.5,P ms-1,7.9,P degC,2.3261,R ugm-3,9.56669,R ugm-3,13.13333,R ugm-3,71.24649,R ugm-3,1.25,R ugm-3 (Ref.eq)
02/01/2024,20:00:00,2.4,R ugm-3 (FIDAS),259.3,P deg,7.6,P ms-1,7.9,P degC,1.74458,R ugm-3,9.25009,R ugm-3,11.92507,R ugm-3,67.45466,R ugm-3,1.321,R ugm-3 (Ref.eq)
02/01/2024,21:00:00,3.95,R ugm-3 (FIDAS),261,P deg,8.1,P ms-1,8.1,P degC,2.18927,R ugm-3,7.46503,R ugm-3,10.82187,R ugm-3,68.60219,R ugm-3,2.264,R ugm-3 (Ref.eq)
02/01/2024,22:00:00,7.6,R ugm-3 (FIDAS),252.9,P deg,7.4,P ms-1,8,P degC,1.57354,R ugm-3,4.25901,R ugm-3,6.67173,R ugm-3,71.04692,R ugm-3,4.175,R ugm-3 (Ref.eq)
02/01/2024,23:00:00,8.425,R ugm-3 (FIDAS),248.2,P deg,5.9,P ms-1,6.9,P degC,0.71836,R ugm-3,2.99614,R ugm-3,4.0976,R ugm-3,72.19445,R ugm-3,4.717,R ugm-3 (Ref.eq)
02/01/2024,24:00:00,8.875,R ugm-3 (FIDAS),245.6,P deg,5.2,P ms-1,6.5,P degC,0.82098,R ugm-3,2.36599,R ugm-3,3.6248,R ugm-3,71.89509,R ugm-3,4.882,R ugm-3 (Ref.eq)
03/01/2024,01:00:00,7.75,R ugm-3 (FIDAS),241.6,P deg,5.7,P ms-1,7.1,P degC,0.86762,R ugm-3,2.52853,R ugm-3,3.85885,R ugm-3,65.59201,R ugm-3,4.104,R ugm-3 (Ref.eq)
03/01/2024,02:00:00,6.5,R ugm-3 (FIDAS),232.1,P deg,4.9,P ms-1,6.6,P degC,0.22832,R ugm-3,2.31603,R ugm-3,2.66612,R ugm-3,62.93107,R ugm-3,3.561,R ugm-3 (Ref.eq)
03/01/2024,03:00:00,6.55,R ugm-3 (FIDAS),238.8,P deg,5.9,P ms-1,7.6,P degC,0.27398,R ugm-3,4.84197,R ugm-3,5.26207,R ugm-3,53.43487,R ugm-3,3.632,R ugm-3 (Ref.eq)
03/01/2024,04:00:00,4.725,R ugm-3 (FIDAS),251.4,P deg,6.4,P ms-1,8,P degC,1.43842,R ugm-3,5.68757,R ugm-3,7.89311,R ugm-3,61.66713,R ugm-3,3.066,R ugm-3 (Ref.eq)
03/01/2024,05:00:00,5.475,R ugm-3 (FIDAS),237.9,P deg,4.7,P ms-1,7.9,P degC,0.44522,R ugm-3,3.68485,R ugm-3,4.36752,R ugm-3,64.61079,R ugm-3,3.585,R ugm-3 (Ref.eq)
03/01/2024,06:00:00,5.575,R ugm-3 (FIDAS),246.2,P deg,6.8,P ms-1,8,P degC,0.95894,R ugm-3,3.84433,R ugm-3,5.31469,R ugm-3,65.30928,R ugm-3,3.302,R ugm-3 (Ref.eq)
03/01/2024,07:00:00,4.675,R ugm-3 (FIDAS),246.8,P deg,7,P ms-1,8.1,P degC,2.5001,R ugm-3,7.05905,R ugm-3,10.89249,R ugm-3,61.91659,R ugm-3,2.665,R ugm-3 (Ref.eq)
03/01/2024,08:00:00,8.1,R ugm-3 (FIDAS),249.7,P deg,6.6,P ms-1,8.1,P degC,6.74685,R ugm-3,14.80767,R ugm-3,25.1527,R ugm-3,56.07917,R ugm-3,4.528,R ugm-3 (Ref.eq)
03/01/2024,09:00:00,11.5,R ugm-3 (FIDAS),242.7,P deg,5.4,P ms-1,7.1,P degC,6.57561,R ugm-3,17.59602,R ugm-3,27.67849,R ugm-3,51.98799,R ugm-3,6.274,R ugm-3 (Ref.eq)
03/01/2024,10:00:00,11.4,R ugm-3 (FIDAS),244.2,P deg,5.3,P ms-1,7.1,P degC,5.89065,R ugm-3,17.33076,R ugm-3,26.36297,R ugm-3,52.93594,R ugm-3,6.226,R ugm-3 (Ref.eq)
03/01/2024,11:00:00,10.3,R ugm-3 (FIDAS),245.6,P deg,6.3,P ms-1,7.8,P degC,12.91149,R ugm-3,16.45832,R ugm-3,36.25566,R ugm-3,58.07487,R ugm-3,5.519,R ugm-3 (Ref.eq)
03/01/2024,12:00:00,7.125,R ugm-3 (FIDAS),255.3,P deg,4.9,P ms-1,8,P degC,3.80153,R ugm-3,12.00949,R ugm-3,17.83842,R ugm-3,58.42412,R ugm-3,3.915,R ugm-3 (Ref.eq)
03/01/2024,13:00:00,5.3,R ugm-3 (FIDAS),270.2,P deg,4.4,P ms-1,8,P degC,5.44543,R ugm-3,12.69874,R ugm-3,21.04828,R ugm-3,56.97724,R ugm-3,3.113,R ugm-3 (Ref.eq)
03/01/2024,14:00:00,2.75,R ugm-3 (FIDAS),269,P deg,4.4,P ms-1,7.7,P degC,3.73303,R ugm-3,8.95728,R ugm-3,14.68118,R ugm-3,65.2095,R ugm-3,1.557,R ugm-3 (Ref.eq)
03/01/2024,15:00:00,3.175,R ugm-3 (FIDAS),265.6,P deg,4,P ms-1,7.3,P degC,3.63029,R ugm-3,12.06157,R ugm-3,17.62794,R ugm-3,56.72777,R ugm-3,1.698,R ugm-3 (Ref.eq)
03/01/2024,16:00:00,3.075,R ugm-3 (FIDAS),262,P deg,4,P ms-1,7,P degC,3.97277,R ugm-3,14.00962,R ugm-3,20.10111,R ugm-3,52.18756,R ugm-3,1.698,R ugm-3 (Ref.eq)
03/01/2024,17:00:00,3.65,R ugm-3 (FIDAS),266.4,P deg,5,P ms-1,7.4,P degC,5.68517,R ugm-3,20.69784,R ugm-3,29.41497,R ugm-3,42.40863,R ugm-3,1.84,R ugm-3 (Ref.eq)
03/01/2024,18:00:00,4.65,R ugm-3 (FIDAS),270.6,P deg,5.3,P ms-1,7.7,P degC,8.11677,R ugm-3,26.70426,R ugm-3,39.1498,R ugm-3,35.52346,R ugm-3,2.642,R ugm-3 (Ref.eq)
03/01/2024,19:00:00,7.25,R ugm-3 (FIDAS),271.5,P deg,4.8,P ms-1,7.5,P degC,9.62369,R ugm-3,35.0757,R ugm-3,49.83181,R ugm-3,24.29765,R ugm-3,4.835,R ugm-3 (Ref.eq)
03/01/2024,20:00:00,5.35,R ugm-3 (FIDAS),268.4,P deg,4.2,P ms-1,7,P degC,3.90427,R ugm-3,22.00775,R ugm-3,27.99422,R ugm-3,44.50411,R ugm-3,3.632,R ugm-3 (Ref.eq)
03/01/2024,21:00:00,4.95,R ugm-3 (FIDAS),257,P deg,3.8,P ms-1,6.5,P degC,1.26718,R ugm-3,11.10696,R ugm-3,13.04993,R ugm-3,53.2353,R ugm-3,3.113,R ugm-3 (Ref.eq)
03/01/2024,22:00:00,4.475,R ugm-3 (FIDAS),253.7,P deg,4.6,P ms-1,6.6,P degC,3.3563,R ugm-3,12.5343,R ugm-3,17.68056,R ugm-3,49.8925,R ugm-3,2.901,R ugm-3 (Ref.eq)
03/01/2024,23:00:00,4.05,R ugm-3 (FIDAS),262.1,P deg,5.9,P ms-1,7.2,P degC,1.13018,R ugm-3,7.42308,R ugm-3,9.156,R ugm-3,53.2353,R ugm-3,2.5,R ugm-3 (Ref.eq)
03/01/2024,24:00:00,2.375,R ugm-3 (FIDAS),263.8,P deg,5.7,P ms-1,7.3,P degC,0.54797,R ugm-3,4.73759,R ugm-3,5.5778,R ugm-3,54.93164,R ugm-3,1.627,R ugm-3 (Ref.eq)
04/01/2024,01:00:00,2.85,R ugm-3 (FIDAS),249.2,P deg,4.7,P ms-1,5.8,P degC,0.36575,R ugm-3,4.4289,R ugm-3,4.9897,R ugm-3,50.02555,R ugm-3,1.675,R ugm-3 (Ref.eq)
04/01/2024,02:00:00,2.85,R ugm-3 (FIDAS),246.6,P deg,4.7,P ms-1,5.4,P degC,0.45718,R ugm-3,4.14814,R ugm-3,4.84914,R ugm-3,53.35171,R ugm-3,1.627,R ugm-3 (Ref.eq)
04/01/2024,03:00:00,3,R ugm-3 (FIDAS),252.7,P deg,5.4,P ms-1,5.7,P degC,0.54862,R ugm-3,2.26858,R ugm-3,3.10978,R ugm-3,56.37853,R ugm-3,1.604,R ugm-3 (Ref.eq)
04/01/2024,04:00:00,2.575,R ugm-3 (FIDAS),255.7,P deg,5.2,P ms-1,5.4,P degC,0.78864,R ugm-3,2.63846,R ugm-3,3.84769,R ugm-3,56.17896,R ugm-3,1.557,R ugm-3 (Ref.eq)
04/01/2024,05:00:00,5.1,R ugm-3 (FIDAS),256.8,P deg,5.1,P ms-1,4.8,P degC,1.06295,R ugm-3,3.43015,R ugm-3,5.05997,R ugm-3,57.92519,R ugm-3,2.594,R ugm-3 (Ref.eq)
04/01/2024,06:00:00,6.925,R ugm-3 (FIDAS),249.1,P deg,5,P ms-1,4.4,P degC,1.30297,R ugm-3,4.59065,R ugm-3,6.58851,R ugm-3,56.07917,R ugm-3,3.443,R ugm-3 (Ref.eq)
04/01/2024,07:00:00,9.8,R ugm-3 (FIDAS),249.9,P deg,4.7,P ms-1,4.1,P degC,5.21187,R ugm-3,14.46222,R ugm-3,22.45364,R ugm-3,47.14841,R ugm-3,4.764,R ugm-3 (Ref.eq)
04/01/2024,08:00:00,12.3,R ugm-3 (FIDAS),246.3,P deg,4.8,P ms-1,3.8,P degC,13.06396,R ugm-3,27.93322,R ugm-3,47.96434,R ugm-3,29.9355,R ugm-3,6.109,R ugm-3 (Ref.eq)
04/01/2024,09:00:00,10.875,R ugm-3 (FIDAS),241.7,P deg,5.1,P ms-1,3.7,P degC,13.74973,R ugm-3,39.42624,R ugm-3,60.50886,R ugm-3,25.69464,R ugm-3,5.613,R ugm-3 (Ref.eq)
04/01/2024,10:00:00,11.825,R ugm-3 (FIDAS),240.9,P deg,4.8,P ms-1,4.1,P degC,11.10951,R ugm-3,26.50253,R ugm-3,43.53687,R ugm-3,32.6297,R ugm-3,5.731,R ugm-3 (Ref.eq)
04/01/2024,11:00:00,13.7,R ugm-3 (FIDAS),240.9,P deg,4.6,P ms-1,4.8,P degC,6.78914,R ugm-3,22.53267,R ugm-3,32.94254,R ugm-3,41.01164,R ugm-3,7.17,R ugm-3 (Ref.eq)
04/01/2024,12:00:00,13.675,R ugm-3 (FIDAS),233.4,P deg,4.3,P ms-1,4.3,P degC,10.93806,R ugm-3,21.5473,R ugm-3,38.31877,R ugm-3,40.5626,R ugm-3,6.604,R ugm-3 (Ref.eq)
04/01/2024,13:00:00,16.2,R ugm-3 (FIDAS),231,P deg,3.3,P ms-1,3.9,P degC,8.64073,R ugm-3,22.75068,R ugm-3,35.99961,R ugm-3,41.71013,R ugm-3,7.689,R ugm-3 (Ref.eq)
04/01/2024,14:00:00,16.325,R ugm-3 (FIDAS),203.6,P deg,2.5,P ms-1,3.6,P degC,8.46928,R ugm-3,31.07789,R ugm-3,44.06395,R ugm-3,27.69034,R ugm-3,7.524,R ugm-3 (Ref.eq)
04/01/2024,15:00:00,15.35,R ugm-3 (FIDAS),186.2,P deg,2,P ms-1,3.7,P degC,5.58904,R ugm-3,30.64506,R ugm-3,39.2148,R ugm-3,25.9441,R ugm-3,7.146,R ugm-3 (Ref.eq)
04/01/2024,16:00:00,14.575,R ugm-3 (FIDAS),178.4,P deg,2.1,P ms-1,3.7,P degC,3.15455,R ugm-3,32.37499,R ugm-3,37.2119,R ugm-3,16.41463,R ugm-3,7.594,R ugm-3 (Ref.eq)
04/01/2024,17:00:00,18.825,R ugm-3 (FIDAS),157.9,P deg,1.3,P ms-1,3.7,P degC,14.60694,R ugm-3,54.34595,R ugm-3,76.74295,R ugm-3,1.89592,R ugm-3,9.764,R ugm-3 (Ref.eq)
04/01/2024,18:00:00,23.3,R ugm-3 (FIDAS),31.4,P deg,1.9,P ms-1,3.8,P degC,12.00101,R ugm-3,54.28314,R ugm-3,72.68443,R ugm-3,2.84387,R ugm-3,12.972,R ugm-3 (Ref.eq)
04/01/2024,19:00:00,21.675,R ugm-3 (FIDAS),26.4,P deg,1.7,P ms-1,3.6,P degC,16.73284,R ugm-3,55.83002,R ugm-3,81.48667,R ugm-3,3.24301,R ugm-3,13.184,R ugm-3 (Ref.eq)
04/01/2024,20:00:00,19.7,R ugm-3 (FIDAS),5.8,P deg,2.6,P ms-1,3.6,P degC,6.44626,R ugm-3,48.20017,R ugm-3,58.08429,R ugm-3,5.68775,R ugm-3,12.618,R ugm-3 (Ref.eq)
04/01/2024,21:00:00,18.675,R ugm-3 (FIDAS),8.1,P deg,3.8,P ms-1,3.4,P degC,2.88024,R ugm-3,45.2874,R ugm-3,49.70371,R ugm-3,11.3256,R ugm-3,12.005,R ugm-3 (Ref.eq)
04/01/2024,22:00:00,17.1,R ugm-3 (FIDAS),356.1,P deg,4.4,P ms-1,3.1,P degC,1.26868,R ugm-3,27.46582,R ugm-3,29.4111,R ugm-3,27.24131,R ugm-3,11.651,R ugm-3 (Ref.eq)
04/01/2024,23:00:00,23.1,R ugm-3 (FIDAS),342.7,P deg,4.8,P ms-1,2.5,P degC,1.30297,R ugm-3,30.62844,R ugm-3,32.62629,R ugm-3,13.82022,R ugm-3,16.321,R ugm-3 (Ref.eq)
04/01/2024,24:00:00,23.025,R ugm-3 (FIDAS),335.6,P deg,4.5,P ms-1,2.4,P degC,2.81167,R ugm-3,46.02505,R ugm-3,50.3362,R ugm-3,8.28216,R ugm-3,16.91,R ugm-3 (Ref.eq)
05/01/2024,01:00:00,15.825,R ugm-3 (FIDAS),346.3,P deg,5.5,P ms-1,4.8,P degC,0.5035,R ugm-3,24.56979,R ugm-3,25.34181,R ugm-3,26.87543,R ugm-3,11.722,R ugm-3 (Ref.eq)
05/01/2024,02:00:00,11.325,R ugm-3 (FIDAS),337.2,P deg,5.6,P ms-1,4.2,P degC,0.54927,R ugm-3,9.50571,R ugm-3,10.3479,R ugm-3,42.50841,R ugm-3,6.934,R ugm-3 (Ref.eq)
05/01/2024,03:00:00,9.9,R ugm-3 (FIDAS),335.8,P deg,6.4,P ms-1,4.7,P degC,1.02988,R ugm-3,10.66942,R ugm-3,12.24854,R ugm-3,42.20906,R ugm-3,6.274,R ugm-3 (Ref.eq)
05/01/2024,04:00:00,13.9,R ugm-3 (FIDAS),332.1,P deg,6.1,P ms-1,4.3,P degC,0.54927,R ugm-3,14.89084,R ugm-3,15.73304,R ugm-3,36.52131,R ugm-3,9.623,R ugm-3 (Ref.eq)
05/01/2024,05:00:00,15.2,R ugm-3 (FIDAS),327.5,P deg,5.9,P ms-1,3.5,P degC,1.47616,R ugm-3,17.69327,R ugm-3,19.95667,R ugm-3,33.32819,R ugm-3,11.415,R ugm-3 (Ref.eq)
05/01/2024,06:00:00,17.725,R ugm-3 (FIDAS),327.7,P deg,5.7,P ms-1,2.8,P degC,3.08963,R ugm-3,20.39326,R ugm-3,25.13063,R ugm-3,27.34109,R ugm-3,13.679,R ugm-3 (Ref.eq)
05/01/2024,07:00:00,19.3,R ugm-3 (FIDAS),330.1,P deg,6,P ms-1,2.8,P degC,3.0553,R ugm-3,25.46147,R ugm-3,30.14619,R ugm-3,24.34754,R ugm-3,16.109,R ugm-3 (Ref.eq)
05/01/2024,08:00:00,16.6,R ugm-3 (FIDAS),327.1,P deg,5.6,P ms-1,2.8,P degC,5.49267,R ugm-3,25.20871,R ugm-3,33.63069,R ugm-3,26.19356,R ugm-3,12.807,R ugm-3 (Ref.eq)
05/01/2024,09:00:00,13.9,R ugm-3 (FIDAS),325.5,P deg,5.3,P ms-1,3.2,P degC,4.7031,R ugm-3,23.56842,R ugm-3,30.77974,R ugm-3,29.33679,R ugm-3,10.684,R ugm-3 (Ref.eq)
05/01/2024,10:00:00,12.85,R ugm-3 (FIDAS),326.2,P deg,5.2,P ms-1,3.7,P degC,6.28224,R ugm-3,21.19989,R ugm-3,30.83253,R ugm-3,29.08733,R ugm-3,9.788,R ugm-3 (Ref.eq)
05/01/2024,11:00:00,11.8,R ugm-3 (FIDAS),329.2,P deg,4.8,P ms-1,4.3,P degC,7.14047,R ugm-3,24.16039,R ugm-3,35.10896,R ugm-3,27.44088,R ugm-3,8.538,R ugm-3 (Ref.eq)
05/01/2024,12:00:00,11.075,R ugm-3 (FIDAS),326.9,P deg,4.3,P ms-1,4.9,P degC,7.41511,R ugm-3,22.10263,R ugm-3,33.47231,R ugm-3,33.22841,R ugm-3,7.406,R ugm-3 (Ref.eq)
05/01/2024,13:00:00,8.275,R ugm-3 (FIDAS),334.9,P deg,4.3,P ms-1,5.5,P degC,8.71962,R ugm-3,23.16455,R ugm-3,36.53444,R ugm-3,36.92045,R ugm-3,5.448,R ugm-3 (Ref.eq)
05/01/2024,14:00:00,7.8,R ugm-3 (FIDAS),335.3,P deg,4,P ms-1,5.5,P degC,6.1106,R ugm-3,19.87922,R ugm-3,29.24867,R ugm-3,43.50626,R ugm-3,5.165,R ugm-3 (Ref.eq)
05/01/2024,15:00:00,10.225,R ugm-3 (FIDAS),337.1,P deg,3.1,P ms-1,5.2,P degC,6.52255,R ugm-3,24.31593,R ugm-3,34.31703,R ugm-3,34.5755,R ugm-3,7.028,R ugm-3 (Ref.eq)
