End Date,End Time,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV25,Status/units,O3,Status/units,PM25,Status/units,V25,Status/units
04/01/2016,01:00:00,185.6,P deg,4.6,P ms-1,5.1,P degC,0.33261,R ugm-3,16.88228,R ugm-3,17.39228,R ugm-3,5.3,R ugm-3 (TEOM FDMS),44.50145,R ugm-3,3.95,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
04/01/2016,02:00:00,188,P deg,4.8,P ms-1,5.5,P degC,,,,,,,5.6,R ugm-3 (TEOM FDMS),34.45044,R ugm-3,5.45,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
04/01/2016,03:00:00,188.4,P deg,4.9,P ms-1,5.7,P degC,0.59278,R ugm-3,18.46519,R ugm-3,19.3741,R ugm-3,4.7,R ugm-3 (TEOM FDMS),37.58701,R ugm-3,4.25,R ugm-3 (TEOM FDMS),2.7,R ugm-3 (TEOM FDMS)
04/01/2016,04:00:00,181.3,P deg,4.8,P ms-1,5.8,P degC,0.74869,R ugm-3,16.97918,R ugm-3,18.12715,R ugm-3,4.4,R ugm-3 (TEOM FDMS),40.55063,R ugm-3,3.45,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
04/01/2016,05:00:00,185.3,P deg,4.9,P ms-1,6,P degC,0.68664,R ugm-3,14.53261,R ugm-3,15.58544,R ugm-3,4.1,R ugm-3 (TEOM FDMS),44.60539,R ugm-3,2.55,R ugm-3 (TEOM FDMS),1.6,R ugm-3 (TEOM FDMS)
04/01/2016,06:00:00,179.6,P deg,4.8,P ms-1,6.2,P degC,0.81137,R ugm-3,21.39131,R ugm-3,22.63539,R ugm-3,3.1,R ugm-3 (TEOM FDMS),36.28781,R ugm-3,2.65,R ugm-3 (TEOM FDMS),2.7,R ugm-3 (TEOM FDMS)
04/01/2016,07:00:00,178.1,P deg,4.9,P ms-1,6.6,P degC,2.12259,R ugm-3,31.65713,R ugm-3,34.91173,R ugm-3,2.6,R ugm-3 (TEOM FDMS),33.53175,R ugm-3,0.05,R ugm-3 (TEOM FDMS),0.6,R ugm-3 (TEOM FDMS)
04/01/2016,08:00:00,172.4,P deg,4.9,P ms-1,6.9,P degC,6.4922,R ugm-3,42.89259,R ugm-3,52.84716,R ugm-3,4.1,R ugm-3 (TEOM FDMS),22.82283,R ugm-3,3.15,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
04/01/2016,09:00:00,171.9,P deg,5,P ms-1,7.2,P degC,13.14093,R ugm-3,54.47039,R ugm-3,74.61953,R ugm-3,6.5,R ugm-3 (TEOM FDMS),8.73418,R ugm-3,5.55,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
04/01/2016,10:00:00,173.4,P deg,4.7,P ms-1,7.3,P degC,16.04402,R ugm-3,50.25859,R ugm-3,74.85908,R ugm-3,6.5,R ugm-3 (TEOM FDMS),14.81658,R ugm-3,3.85,R ugm-3 (TEOM FDMS),0.5,R ugm-3 (TEOM FDMS)
04/01/2016,11:00:00,159.9,P deg,4,P ms-1,7.2,P degC,9.52002,R ugm-3,37.72263,R ugm-3,52.31978,R ugm-3,6.5,R ugm-3 (TEOM FDMS),26.4101,R ugm-3,5.45,R ugm-3 (TEOM FDMS),2.1,R ugm-3 (TEOM FDMS)
04/01/2016,12:00:00,155.7,P deg,3.7,P ms-1,7.5,P degC,14.23325,R ugm-3,46.99299,R ugm-3,68.81701,R ugm-3,5.3,R ugm-3 (TEOM FDMS),25.00612,R ugm-3,3.95,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
04/01/2016,13:00:00,178.3,P deg,3.8,P ms-1,7.9,P degC,14.9202,R ugm-3,42.96575,R ugm-3,65.84307,R ugm-3,6.1,R ugm-3 (TEOM FDMS),29.4256,R ugm-3,5.75,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
04/01/2016,14:00:00,187.8,P deg,3.5,P ms-1,8,P degC,11.86089,R ugm-3,46.12281,R ugm-3,64.30925,R ugm-3,6.1,R ugm-3 (TEOM FDMS),29.32082,R ugm-3,5.45,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
04/01/2016,15:00:00,170.8,P deg,3.1,P ms-1,7.6,P degC,13.23479,R ugm-3,48.18783,R ugm-3,68.48089,R ugm-3,5.1,R ugm-3 (TEOM FDMS),25.99349,R ugm-3,3.95,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
04/01/2016,16:00:00,161.3,P deg,3.5,P ms-1,6.6,P degC,9.80128,R ugm-3,47.12209,R ugm-3,62.15051,R ugm-3,4.2,R ugm-3 (TEOM FDMS),32.4401,R ugm-3,2.95,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
04/01/2016,17:00:00,156.6,P deg,3.6,P ms-1,6.1,P degC,4.58851,R ugm-3,50.84716,R ugm-3,57.88277,R ugm-3,7.7,R ugm-3 (TEOM FDMS),21.15891,R ugm-3,6.75,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
04/01/2016,18:00:00,165.7,P deg,4,P ms-1,5.8,P degC,2.62183,R ugm-3,41.63369,R ugm-3,45.65377,R ugm-3,7.3,R ugm-3 (TEOM FDMS),28.5415,R ugm-3,6.05,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
04/01/2016,19:00:00,175.1,P deg,3.4,P ms-1,5.6,P degC,1.68541,R ugm-3,37.12306,R ugm-3,39.70733,R ugm-3,5.5,R ugm-3 (TEOM FDMS),29.73693,R ugm-3,5.05,R ugm-3 (TEOM FDMS),2.7,R ugm-3 (TEOM FDMS)
04/01/2016,20:00:00,170.3,P deg,3,P ms-1,5.4,P degC,1.18618,R ugm-3,28.39298,R ugm-3,30.21176,R ugm-3,7.6,R ugm-3 (TEOM FDMS),35.71605,R ugm-3,6.85,R ugm-3 (TEOM FDMS),2.4,R ugm-3 (TEOM FDMS)
