End Date,End Time,M_DIR,Status/units,M_SPED,Status/units,M_T,Status/units,NO,Status/units,NO2,Status/units,NOXasNO2,Status/units,NV25,Status/units,O3,Status/units,PM25,Status/units,V25,Status/units
02/01/2017,12:00:00,1.3,P deg,4.9,P ms-1,2.5,P degC,7.30388,R ugm-3,16.09703,R ugm-3,27.29616,R ugm-3,3.6,R ugm-3 (TEOM FDMS),44.90325,R ugm-3,6.5,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
02/01/2017,13:00:00,349.5,P deg,4.7,P ms-1,2.8,P degC,6.94871,R ugm-3,14.93519,R ugm-3,25.58973,R ugm-3,3.9,R ugm-3 (TEOM FDMS),46.79917,R ugm-3,5.6,R ugm-3 (TEOM FDMS),1.7,R ugm-3 (TEOM FDMS)
02/01/2017,14:00:00,341.4,P deg,4.4,P ms-1,2.9,P degC,9.53717,R ugm-3,21.69779,R ugm-3,36.32124,R ugm-3,6,R ugm-3 (TEOM FDMS),41.46067,R ugm-3,7.5,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
02/01/2017,15:00:00,335.1,P deg,4.7,P ms-1,2.3,P degC,10.6719,R ugm-3,31.73459,R ugm-3,48.09794,R ugm-3,4.3,R ugm-3 (TEOM FDMS),36.02239,R ugm-3,8.4,R ugm-3 (TEOM FDMS),4.1,R ugm-3 (TEOM FDMS)
02/01/2017,16:00:00,333.2,P deg,4.4,P ms-1,1.1,P degC,14.35892,R ugm-3,42.70087,R ugm-3,64.71757,R ugm-3,6.4,R ugm-3 (TEOM FDMS),25.14582,R ugm-3,8.8,R ugm-3 (TEOM FDMS),2.4,R ugm-3 (TEOM FDMS)
02/01/2017,17:00:00,333.8,P deg,4.3,P ms-1,0.6,P degC,18.50744,R ugm-3,59.39843,R ugm-3,87.7761,R ugm-3,8.7,R ugm-3 (TEOM FDMS),12.52302,R ugm-3,10.9,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
02/01/2017,18:00:00,335,P deg,4,P ms-1,0.2,P degC,35.27707,R ugm-3,76.22556,R ugm-3,130.31632,R ugm-3,12.3,R ugm-3 (TEOM FDMS),3.29291,R ugm-3,13,R ugm-3 (TEOM FDMS),0.7,R ugm-3 (TEOM FDMS)
02/01/2017,19:00:00,331.9,P deg,4,P ms-1,0,P degC,59.38645,R ugm-3,83.28412,R ugm-3,174.34207,R ugm-3,14.6,R ugm-3 (TEOM FDMS),1.3471,R ugm-3,18.2,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
02/01/2017,20:00:00,318.8,P deg,3.2,P ms-1,-0.1,P degC,34.53275,R ugm-3,74.06491,R ugm-3,127.01438,R ugm-3,14,R ugm-3 (TEOM FDMS),1.04774,R ugm-3,15.9,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
02/01/2017,21:00:00,298.7,P deg,3.1,P ms-1,-0.4,P degC,21.48537,R ugm-3,72.71803,R ugm-3,105.6618,R ugm-3,15.2,R ugm-3 (TEOM FDMS),1.3471,R ugm-3,16.4,R ugm-3 (TEOM FDMS),1.2,R ugm-3 (TEOM FDMS)
02/01/2017,22:00:00,288.1,P deg,3.3,P ms-1,-0.3,P degC,25.73991,R ugm-3,76.37569,R ugm-3,115.84299,R ugm-3,14.9,R ugm-3 (TEOM FDMS),1.24731,R ugm-3,17.4,R ugm-3 (TEOM FDMS),2.5,R ugm-3 (TEOM FDMS)
02/01/2017,23:00:00,283,P deg,3.6,P ms-1,-0.3,P degC,11.09723,R ugm-3,68.2839,R ugm-3,85.29941,R ugm-3,11.1,R ugm-3 (TEOM FDMS),4.14108,R ugm-3,13.4,R ugm-3 (TEOM FDMS),2.3,R ugm-3 (TEOM FDMS)
02/01/2017,24:00:00,277.4,P deg,3.8,P ms-1,-0.2,P degC,3.79366,R ugm-3,50.04104,R ugm-3,55.85791,R ugm-3,7.4,R ugm-3 (TEOM FDMS),15.46668,R ugm-3,9.7,R ugm-3 (TEOM FDMS),2.3,R ugm-3 (TEOM FDMS)
03/01/2017,01:00:00,283,P deg,3,P ms-1,-1.2,P degC,1.89257,R ugm-3,45.68389,R ugm-3,48.58579,R ugm-3,6.3,R ugm-3 (TEOM FDMS),17.76173,R ugm-3,9.3,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
03/01/2017,02:00:00,287.1,P deg,3.6,P ms-1,-1.1,P degC,1.56162,R ugm-3,37.88535,R ugm-3,40.2798,R ugm-3,6.4,R ugm-3 (TEOM FDMS),25.61148,R ugm-3,7.9,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
03/01/2017,03:00:00,280.6,P deg,3.4,P ms-1,-1.1,P degC,1.49021,R ugm-3,30.18547,R ugm-3,32.47043,R ugm-3,5.1,R ugm-3 (TEOM FDMS),23.39958,R ugm-3,8.7,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
03/01/2017,04:00:00,270,P deg,3.7,P ms-1,-1,P degC,1.59686,R ugm-3,14.03488,R ugm-3,16.48336,R ugm-3,0.5,R ugm-3 (TEOM FDMS),41.2611,R ugm-3,2.3,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
03/01/2017,05:00:00,265.6,P deg,4.2,P ms-1,-0.7,P degC,1.98695,R ugm-3,11.94834,R ugm-3,14.99496,R ugm-3,3,R ugm-3 (TEOM FDMS),46.20046,R ugm-3,5.2,R ugm-3 (TEOM FDMS),2.2,R ugm-3 (TEOM FDMS)
03/01/2017,06:00:00,266.6,P deg,4.6,P ms-1,-0.4,P degC,4.32938,R ugm-3,12.38057,R ugm-3,19.01886,R ugm-3,2.1,R ugm-3 (TEOM FDMS),49.99229,R ugm-3,5.6,R ugm-3 (TEOM FDMS),3.5,R ugm-3 (TEOM FDMS)
03/01/2017,07:00:00,269.3,P deg,4.9,P ms-1,0,P degC,5.3584,R ugm-3,18.57611,R ugm-3,26.79221,R ugm-3,4,R ugm-3 (TEOM FDMS),42.95744,R ugm-3,7.2,R ugm-3 (TEOM FDMS),3.2,R ugm-3 (TEOM FDMS)
03/01/2017,08:00:00,271.4,P deg,4.8,P ms-1,0.2,P degC,11.1069,R ugm-3,29.88377,R ugm-3,46.9141,R ugm-3,5.4,R ugm-3 (TEOM FDMS),34.47572,R ugm-3,8.2,R ugm-3 (TEOM FDMS),2.8,R ugm-3 (TEOM FDMS)
03/01/2017,09:00:00,273.5,P deg,4.7,P ms-1,0.4,P degC,14.69132,R ugm-3,32.87731,R ugm-3,55.40369,R ugm-3,3.1,R ugm-3 (TEOM FDMS),31.38238,R ugm-3,4.1,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
03/01/2017,10:00:00,283.3,P deg,4.8,P ms-1,1.6,P degC,11.53254,R ugm-3,32.3179,R ugm-3,50.00088,R ugm-3,6.9,R ugm-3 (TEOM FDMS),30.38453,R ugm-3,8.4,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
03/01/2017,11:00:00,295.9,P deg,4.9,P ms-1,2.6,P degC,8.44547,R ugm-3,25.14412,R ugm-3,38.09365,R ugm-3,4.9,R ugm-3 (TEOM FDMS),37.41938,R ugm-3,7.8,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
03/01/2017,12:00:00,296.5,P deg,4,P ms-1,3.2,P degC,9.58114,R ugm-3,26.82042,R ugm-3,41.51129,R ugm-3,3.2,R ugm-3 (TEOM FDMS),37.07013,R ugm-3,6.3,R ugm-3 (TEOM FDMS),3.1,R ugm-3 (TEOM FDMS)
03/01/2017,13:00:00,286.7,P deg,3.6,P ms-1,3.6,P degC,9.0844,R ugm-3,27.74751,R ugm-3,41.67672,R ugm-3,1.7,R ugm-3 (TEOM FDMS),38.11787,R ugm-3,1.6,R ugm-3 (TEOM FDMS),-0.1,R ugm-3 (TEOM FDMS)
03/01/2017,14:00:00,291.6,P deg,5.4,P ms-1,4.1,P degC,6.0678,R ugm-3,17.59787,R ugm-3,26.9017,R ugm-3,2.1,R ugm-3 (TEOM FDMS),52.88605,R ugm-3,4.4,R ugm-3 (TEOM FDMS),2.3,R ugm-3 (TEOM FDMS)
03/01/2017,15:00:00,293.9,P deg,6.2,P ms-1,4.4,P degC,4.50681,R ugm-3,19.38558,R ugm-3,26.29592,R ugm-3,1.4,R ugm-3 (TEOM FDMS),55.33078,R ugm-3,2.9,R ugm-3 (TEOM FDMS),1.5,R ugm-3 (TEOM FDMS)
03/01/2017,16:00:00,298.2,P deg,6.8,P ms-1,4.4,P degC,6.84861,R ugm-3,22.52112,R ugm-3,33.02218,R ugm-3,5,R ugm-3 (TEOM FDMS),49.99229,R ugm-3,7.9,R ugm-3 (TEOM FDMS),2.9,R ugm-3 (TEOM FDMS)
03/01/2017,17:00:00,296.6,P deg,6.9,P ms-1,4.5,P degC,7.13269,R ugm-3,34.9299,R ugm-3,45.86653,R ugm-3,3.4,R ugm-3 (TEOM FDMS),43.20691,R ugm-3,4.8,R ugm-3 (TEOM FDMS),1.4,R ugm-3 (TEOM FDMS)
03/01/2017,18:00:00,289.7,P deg,6.1,P ms-1,4.7,P degC,5.64216,R ugm-3,39.25454,R ugm-3,47.90573,R ugm-3,2.9,R ugm-3 (TEOM FDMS),37.41938,R ugm-3,3.2,R ugm-3 (TEOM FDMS),0.3,R ugm-3 (TEOM FDMS)
03/01/2017,19:00:00,288.4,P deg,5.5,P ms-1,4.9,P degC,7.62942,R ugm-3,38.24713,R ugm-3,49.94542,R ugm-3,3.7,R ugm-3 (TEOM FDMS),37.16991,R ugm-3,5.6,R ugm-3 (TEOM FDMS),1.9,R ugm-3 (TEOM FDMS)
03/01/2017,20:00:00,295.7,P deg,5.3,P ms-1,5.1,P degC,5.32285,R ugm-3,27.39561,R ugm-3,35.5572,R ugm-3,2.8,R ugm-3 (TEOM FDMS),47.19831,R ugm-3,3.2,R ugm-3 (TEOM FDMS),0.4,R ugm-3 (TEOM FDMS)
03/01/2017,21:00:00,307.8,P deg,6.5,P ms-1,5.3,P degC,1.98757,R ugm-3,17.73557,R ugm-3,20.78314,R ugm-3,3.8,R ugm-3 (TEOM FDMS),53.2353,R ugm-3,8.9,R ugm-3 (TEOM FDMS),5.1,R ugm-3 (TEOM FDMS)
03/01/2017,22:00:00,306.5,P deg,6.8,P ms-1,5.5,P degC,1.38388,R ugm-3,11.55007,R ugm-3,13.67198,R ugm-3,4.8,R ugm-3 (TEOM FDMS),57.77552,R ugm-3,5.9,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
03/01/2017,23:00:00,307.9,P deg,7.1,P ms-1,5.7,P degC,0.67417,R ugm-3,8.00716,R ugm-3,9.04087,R ugm-3,0.6,R ugm-3 (TEOM FDMS),60.76907,R ugm-3,1.3,R ugm-3 (TEOM FDMS),0.7,R ugm-3 (TEOM FDMS)
03/01/2017,24:00:00,307.7,P deg,7,P ms-1,5.8,P degC,0.81605,R ugm-3,9.27802,R ugm-3,10.52927,R ugm-3,4.9,R ugm-3 (TEOM FDMS),57.52605,R ugm-3,7.5,R ugm-3 (TEOM FDMS),2.6,R ugm-3 (TEOM FDMS)
04/01/2017,01:00:00,281,P deg,5.5,P ms-1,3.5,P degC,0.33178,R ugm-3,8.466,R ugm-3,8.97473,R ugm-3,3.4,R ugm-3 (TEOM FDMS),58.54053,R ugm-3,5.2,R ugm-3 (TEOM FDMS),1.8,R ugm-3 (TEOM FDMS)
04/01/2017,02:00:00,306.7,P deg,5.8,P ms-1,4.6,P degC,0.42658,R ugm-3,11.92571,R ugm-3,12.57979,R ugm-3,2,R ugm-3 (TEOM FDMS),58.40749,R ugm-3,3.1,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
04/01/2017,03:00:00,307.8,P deg,4.9,P ms-1,5.2,P degC,0.35548,R ugm-3,8.11761,R ugm-3,8.66267,R ugm-3,2.2,R ugm-3 (TEOM FDMS),59.02283,R ugm-3,2.8,R ugm-3 (TEOM FDMS),0.6,R ugm-3 (TEOM FDMS)
04/01/2017,04:00:00,306.5,P deg,6.3,P ms-1,5.7,P degC,0.49767,R ugm-3,5.69256,R ugm-3,6.45564,R ugm-3,2.9,R ugm-3 (TEOM FDMS),59.67143,R ugm-3,4.6,R ugm-3 (TEOM FDMS),1.7,R ugm-3 (TEOM FDMS)
04/01/2017,05:00:00,308.8,P deg,5.6,P ms-1,5.4,P degC,0.53322,R ugm-3,9.33491,R ugm-3,10.15251,R ugm-3,1.2,R ugm-3 (TEOM FDMS),57.72562,R ugm-3,2.1,R ugm-3 (TEOM FDMS),0.9,R ugm-3 (TEOM FDMS)
04/01/2017,06:00:00,311,P deg,5.6,P ms-1,6.4,P degC,3.09268,R ugm-3,12.25243,R ugm-3,16.99448,R ugm-3,1.9,R ugm-3 (TEOM FDMS),55.68003,R ugm-3,2.3,R ugm-3 (TEOM FDMS),0.4,R ugm-3 (TEOM FDMS)
04/01/2017,07:00:00,313.4,P deg,4.2,P ms-1,5.2,P degC,4.33686,R ugm-3,19.77908,R ugm-3,26.42884,R ugm-3,0.8,R ugm-3 (TEOM FDMS),51.38928,R ugm-3,0.6,R ugm-3 (TEOM FDMS),-0.2,R ugm-3 (TEOM FDMS)
04/01/2017,08:00:00,309,P deg,3.6,P ms-1,4.6,P degC,11.97969,R ugm-3,42.98678,R ugm-3,61.35539,R ugm-3,4.1,R ugm-3 (TEOM FDMS),33.77722,R ugm-3,3,R ugm-3 (TEOM FDMS),-1.1,R ugm-3 (TEOM FDMS)
04/01/2017,09:00:00,314.8,P deg,3.5,P ms-1,4.2,P degC,16.99197,R ugm-3,47.05372,R ugm-3,73.1077,R ugm-3,4.6,R ugm-3 (TEOM FDMS),24.84647,R ugm-3,5.4,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
04/01/2017,10:00:00,330.7,P deg,4.5,P ms-1,4.3,P degC,7.78502,R ugm-3,36.23136,R ugm-3,48.16823,R ugm-3,5.5,R ugm-3 (TEOM FDMS),35.72303,R ugm-3,6.3,R ugm-3 (TEOM FDMS),0.8,R ugm-3 (TEOM FDMS)
04/01/2017,11:00:00,351.5,P deg,5.5,P ms-1,5.6,P degC,4.83454,R ugm-3,29.16849,R ugm-3,36.58134,R ugm-3,3.3,R ugm-3 (TEOM FDMS),41.71013,R ugm-3,3.2,R ugm-3 (TEOM FDMS),-0.1,R ugm-3 (TEOM FDMS)
04/01/2017,12:00:00,355.6,P deg,5.6,P ms-1,5.9,P degC,4.76344,R ugm-3,22.98777,R ugm-3,30.29161,R ugm-3,3.8,R ugm-3 (TEOM FDMS),50.14196,R ugm-3,4.8,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
04/01/2017,13:00:00,354.3,P deg,5.5,P ms-1,5.7,P degC,5.4033,R ugm-3,28.35186,R ugm-3,36.63681,R ugm-3,5.1,R ugm-3 (TEOM FDMS),43.70583,R ugm-3,8.1,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
04/01/2017,14:00:00,352.8,P deg,4.5,P ms-1,5.4,P degC,2.34617,R ugm-3,18.5283,R ugm-3,22.12571,R ugm-3,5.4,R ugm-3 (TEOM FDMS),54.83186,R ugm-3,6.5,R ugm-3 (TEOM FDMS),1.1,R ugm-3 (TEOM FDMS)
04/01/2017,15:00:00,341.9,P deg,3.5,P ms-1,4.6,P degC,3.30597,R ugm-3,20.47714,R ugm-3,25.54622,R ugm-3,5.7,R ugm-3 (TEOM FDMS),52.43702,R ugm-3,6.1,R ugm-3 (TEOM FDMS),0.4,R ugm-3 (TEOM FDMS)
04/01/2017,16:00:00,331,P deg,3,P ms-1,3.1,P degC,5.33221,R ugm-3,31.44007,R ugm-3,39.616,R ugm-3,6,R ugm-3 (TEOM FDMS),44.85336,R ugm-3,9.6,R ugm-3 (TEOM FDMS),3.6,R ugm-3 (TEOM FDMS)
04/01/2017,17:00:00,335.7,P deg,3.1,P ms-1,2.1,P degC,5.26111,R ugm-3,41.03938,R ugm-3,49.10631,R ugm-3,7.8,R ugm-3 (TEOM FDMS),39.36518,R ugm-3,7.1,R ugm-3 (TEOM FDMS),-0.7,R ugm-3 (TEOM FDMS)
04/01/2017,18:00:00,348.1,P deg,3.4,P ms-1,1.4,P degC,19.48033,R ugm-3,61.83256,R ugm-3,91.70198,R ugm-3,12.9,R ugm-3 (TEOM FDMS),19.65765,R ugm-3,13,R ugm-3 (TEOM FDMS),0.1,R ugm-3 (TEOM FDMS)
04/01/2017,19:00:00,351.6,P deg,3.5,P ms-1,1,P degC,17.98731,R ugm-3,60.03863,R ugm-3,87.6188,R ugm-3,18.3,R ugm-3 (TEOM FDMS),17.16302,R ugm-3,19.3,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
